Unique.Specimen.Identifier,Family1,Order1,Sequence,Specimen.number,Source,Sex,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Sample.Number,Measurer,Avonet.Protocol.Used,Protocol.both.pairs,Protocol.neither.pair
Muscisaxicola frontalis_1892.2.10.741,Tyrannidae,PASSERIFORMES,5841,1892.2.10.741,NHMUK,U,20.3,11,4.1,3.8,33.3,110.5,34.1,76.4,30.9,67,1,HM,1,0,0
Muscisaxicola frontalis_1892.2.10.741,Tyrannidae,PASSERIFORMES,5841,1892.2.10.741,NHMUK,U,20.2,NA,NA,4.7,33.2,114,34.9,79.1,30.6,70.9,2,APH2,0,0,0
Muscisaxicola maclovianus_1949.78.147,Tyrannidae,PASSERIFORMES,5837,1949.78.147,NHMUK,F,15.6,8.1,3.3,3.5,30.6,111.5,38,73.5,34.1,69,1,HM,1,0,0
Muscisaxicola maclovianus_1949.78.147,Tyrannidae,PASSERIFORMES,5837,1949.78.147,NHMUK,F,18.7,NA,NA,4.4,30.4,114,36.9,77.1,32.4,72.1,2,APH2,0,0,0
Muscisaxicola maclovianus_1949.78.148,Tyrannidae,PASSERIFORMES,5837,1949.78.148,NHMUK,M,15.9,8.5,3,3.1,28.9,108,37.4,70.6,34.6,69,1,HM,1,0,0
Muscisaxicola maclovianus_1949.78.148,Tyrannidae,PASSERIFORMES,5837,1949.78.148,NHMUK,F,17.5,NA,NA,4.9,31,110,35,75,31.8,70.8,2,APH2,0,0,0
Muscisaxicola maclovianus_1957.15.16,Tyrannidae,PASSERIFORMES,5837,1957.15.16,NHMUK,M,17.1,9.2,3.8,3.8,30.4,100,37.5,62.5,37.5,67,1,PW,1,0,0
Muscisaxicola maclovianus_1957.15.16,Tyrannidae,PASSERIFORMES,5837,1957.15.16,NHMUK,M,18.5,NA,NA,4.5,30.1,113.6,37.9,75.7,33.4,69.9,2,APH2,0,0,0
Muscisaxicola maculirostris_1888.1.1.254,Tyrannidae,PASSERIFORMES,5829,1888.1.1.254,NHMUK,F,16.3,NA,NA,4.8,25.8,86.9,22.7,64.2,26.1,63.2,1,APH2,0,0,0
Muscisaxicola maculirostris_1888.1.1.254,Tyrannidae,PASSERIFORMES,5829,1888.1.1.254,NHMUK,F,16.8,9.3,3.7,3.1,26,85,23.5,61.5,27.6,60,2,HM,1,0,0
Muscisaxicola rufivertex_1867.5.16.6,Tyrannidae,PASSERIFORMES,5835,1867.5.16.6,NHMUK,F,18.6,NA,NA,4.9,25.6,101.8,26.9,74.9,26.4,70,1,APH2,0,0,0
Muscisaxicola rufivertex_1867.5.16.6,Tyrannidae,PASSERIFORMES,5835,1867.5.16.6,NHMUK,U,19.3,11.1,3.6,3.6,26.1,99,27.2,71.8,27.5,69,2,HM,1,0,0
Muscisaxicola rufivertex_1888.1.1.249,Tyrannidae,PASSERIFORMES,5835,1888.1.1.249,NHMUK,M,18.7,NA,NA,5.3,27.3,100,27.7,72.3,27.7,69.3,1,APH2,0,0,0
Muscisaxicola rufivertex_1888.1.1.249,Tyrannidae,PASSERIFORMES,5835,1888.1.1.249,NHMUK,M,18,10.2,3.7,3.5,27.9,98,27.1,70.9,27.7,68,2,HM,1,0,0
Musophaga violacea_1933.8.2.21,Musophagidae,MUSOPHAGIFORMES,1965,1933.8.2.21,NHMUK,M,44.8,NA,8.6,14.4,42.5,215,NA,NA,NA,214,1,GT,0,0,0
Musophaga violacea_1933.8.2.21,Musophagidae,MUSOPHAGIFORMES,1965,1933.8.2.21,NHMUK,M,36.9,13.5,9.4,15,43.5,211,31.4,179.6,14.9,196,2,MNC,1,0,0
Myadestes elisabeth_85.3.2.529,Turdidae,PASSERIFORMES,8861,85.3.2.529,NHMUK,U,15.9,NA,4.7,4.1,22.5,87,NA,NA,NA,89,1,GT,0,0,0
Myadestes elisabeth_85.3.2.529,Turdidae,PASSERIFORMES,8861,85.3.2.529,NHMUK,M,15,8.9,4.5,4.2,22.4,87,17.9,69.1,20.6,90,2,NS,1,0,0
Myadestes genibarbis_84.5.15.188,Turdidae,PASSERIFORMES,8862,84.5.15.188,NHMUK,U,15.5,NA,4.9,3.7,21.4,89,NA,NA,NA,86,1,GT,0,0,0
Myadestes genibarbis_84.5.15.188,Turdidae,PASSERIFORMES,8862,84.5.15.188,NHMUK,U,15,7.9,4.9,3.9,21.7,87,19.7,67.3,22.6,89,2,NS,1,0,0
Myadestes genibarbis_84.5.15.188,Turdidae,PASSERIFORMES,8862,84.5.15.188,NHMUK,U,14.8,7.7,4.8,3.6,21.4,87,20.6,66.4,23.7,87,3,NS,1,0,0
Myadestes genibarbis_93.12.16.8,Turdidae,PASSERIFORMES,8862,93.12.16.8,NHMUK,M,13.8,6.8,4.5,3.8,20.5,90,24.5,65.5,27.2,96,1,NS,1,1,0
Myadestes genibarbis_93.12.16.8,Turdidae,PASSERIFORMES,8862,93.12.16.8,NHMUK,M,14.1,7.4,4.9,3.8,21.1,83,19,64,22.9,85,2,NS,1,1,0
Myadestes melanops_1969.25.372,Turdidae,PASSERIFORMES,8865,1969.25.372,NHMUK,M,13.7,6.5,4.2,4.8,20.2,92,20.6,71.4,22.4,85,1,NS,1,1,0
Myadestes melanops_1969.25.372,Turdidae,PASSERIFORMES,8865,1969.25.372,NHMUK,M,14,6.8,4.3,4.3,20.8,92,20.5,71.5,22.3,82,2,NS,1,1,0
Myadestes melanops_1969.25.372,Turdidae,PASSERIFORMES,8865,1969.25.372,NHMUK,M,16.1,7,4.5,4.8,21.1,92,21,71,22.8,82,3,PW,1,1,0
Myadestes melanops_1969.25.372,Turdidae,PASSERIFORMES,8865,1969.25.372,NHMUK,M,13.9,6.7,4.3,4.6,20.5,92,20.6,71.5,22.3,83.5,4,CS,1,1,0
Myadestes melanops_85.3.2.513,Turdidae,PASSERIFORMES,8865,85.3.2.513,NHMUK,M,14.9,6.7,3.7,4.3,20,89,20.1,68.9,22.6,85,1,NS,1,1,0
Myadestes melanops_85.3.2.513,Turdidae,PASSERIFORMES,8865,85.3.2.513,NHMUK,M,14,6.7,4.4,4,20.1,89,20,69,22.5,80,2,NS,1,1,0
Myadestes melanops_85.3.2.519,Turdidae,PASSERIFORMES,8865,85.3.2.519,NHMUK,M,15.5,7.1,4.7,4.6,19.8,85,17.1,67.9,20.1,80,1,NS,1,1,0
Myadestes melanops_85.3.2.519,Turdidae,PASSERIFORMES,8865,85.3.2.519,NHMUK,M,14.7,6.8,4.7,4.3,20.9,85,18.6,66.4,21.9,78,2,NS,1,1,0
Myadestes ralloides_84.5.15.179,Turdidae,PASSERIFORMES,8867,84.5.15.179,NHMUK,U,14.5,NA,4.7,3.5,19,84,NA,NA,NA,74,1,GT,0,0,0
Myadestes ralloides_84.5.15.179,Turdidae,PASSERIFORMES,8867,84.5.15.179,NHMUK,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NJT,1,0,0
Myadestes ralloides_85.3.2.527,Turdidae,PASSERIFORMES,8867,85.3.2.527,NHMUK,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NJT,1,0,0
Myadestes ralloides_85.3.2.527,Turdidae,PASSERIFORMES,8867,85.3.2.527,NHMUK,U,17.1,NA,NA,6.1,20.4,86,17,69,19.8,74.5,2,TT,0,0,0
Myadestes unicolor_90.12.20.1187,Turdidae,PASSERIFORMES,8864,90.12.20.1187,NHMUK,M,15.2,NA,5.6,4.2,22.5,99,NA,NA,NA,94,1,GT,0,0,0
Myadestes unicolor_90.12.20.1187,Turdidae,PASSERIFORMES,8864,90.12.20.1187,NHMUK,M,15.1,7.7,5.1,4.9,21.5,97,21.8,75.2,22.5,97,2,CS,1,0,0
Mycteria ibis_19450.17.1,Ciconiidae,CICONIIFORMES,2140,19450.17.1,NHMUK,M,232.4,NA,36.2,44.6,217.7,492,NA,NA,NA,175,1,GT,0,0,0
Mycteria ibis_19450.17.1,Ciconiidae,CICONIIFORMES,2140,19450.17.1,NHMUK,M,232,220,36.3,45.8,202,483,221,262,45.8,173,2,NJT,1,0,0
Myiagra alecto_1925.11.1.822,Monarchidae,PASSERIFORMES,6790,1925.11.1.822,NHMUK,M,20.5,NA,5.3,3.9,NA,86,NA,NA,NA,77,1,BM,0,0,1
Myiagra alecto_1925.11.1.822,Monarchidae,PASSERIFORMES,6790,1925.11.1.822,NHMUK,M,17.5,NA,4.9,4.1,20.8,81,NA,NA,NA,78,2,GT,0,0,1
Myiagra azureocapilla_97.7.2.873,Monarchidae,PASSERIFORMES,6787,97.7.2.873,NHMUK,M,14.7,8.3,5.5,3.1,19,85,17.7,67.3,20.8,74,1,CV,1,0,0
Myiagra azureocapilla_97.7.2.873,Monarchidae,PASSERIFORMES,6787,97.7.2.873,NHMUK,M,17,NA,6.8,3.4,20.9,85,16,69,18.8,69,2,CR,0,0,0
Myiagra cyanoleuca_66.5.7.12,Monarchidae,PASSERIFORMES,6789,66.5.7.12,NHMUK,F,18.2,NA,6.1,4.1,NA,84,NA,NA,NA,79,1,BM,0,0,0
Myiagra cyanoleuca_66.5.7.12,Monarchidae,PASSERIFORMES,6789,66.5.7.12,NHMUK,F,17,9.2,6,3.9,13.5,86,16.2,69.8,18.8,82,2,CV,1,0,0
Myiagra cyanoleuca_87.12.30.1197,Monarchidae,PASSERIFORMES,6789,87.12.30.1197,NHMUK,M,19,NA,6.8,4.2,NA,87,NA,NA,NA,82,1,BM,0,0,0
Myiagra cyanoleuca_87.12.30.1197,Monarchidae,PASSERIFORMES,6789,87.12.30.1197,NHMUK,M,17.8,10.3,6.5,4,14,89,19,70,21.3,79,2,CV,1,0,0
Myiagra ferrocyanea_1901.11.5.24,Monarchidae,PASSERIFORMES,6781,1901.11.5.24,NHMUK,M,16.1,9.2,5.5,4.3,14.8,70,11.4,58.6,16.3,64,1,CV,1,0,0
Myiagra ferrocyanea_1901.11.5.24,Monarchidae,PASSERIFORMES,6781,1901.11.5.24,NHMUK,M,18.1,NA,6.2,4.4,16.9,68,10,58,14.7,60,2,CR,0,0,0
Myiagra ferrocyanea_1901.11.5.25,Monarchidae,PASSERIFORMES,6781,1901.11.5.25,NHMUK,M,15.2,9.1,5.7,4,14.1,70,10.3,59.7,14.7,64,1,CV,1,0,0
Myiagra ferrocyanea_1901.11.5.25,Monarchidae,PASSERIFORMES,6781,1901.11.5.25,NHMUK,M,17.1,NA,6.4,4.1,17.1,69,9,60,13,60,2,CR,0,0,0
Myiagra rubecula_1969.4.610,Monarchidae,PASSERIFORMES,6780,1969.4.610,NHMUK,M,15.7,NA,5.6,3.9,NA,76,NA,NA,NA,71,1,BM,0,0,1
Myiagra rubecula_1969.4.610,Monarchidae,PASSERIFORMES,6780,1969.4.610,NHMUK,M,16.6,NA,6,3.8,17.9,76,16,60,21.1,66,2,CR,0,0,1
Myiagra rubecula_1969.4.614,Monarchidae,PASSERIFORMES,6780,1969.4.614,NHMUK,M,15.6,NA,5,3.5,NA,72,NA,NA,NA,64,1,BM,0,0,1
Myiagra rubecula_1969.4.614,Monarchidae,PASSERIFORMES,6780,1969.4.614,NHMUK,M,16.7,NA,5.4,3.5,16.6,73,13,60,17.8,62,2,CR,0,0,1
Myiagra rubecula_1969.4.617,Monarchidae,PASSERIFORMES,6780,1969.4.617,NHMUK,M,16.3,NA,5.6,NA,NA,75,NA,NA,NA,68,1,BM,0,0,1
Myiagra rubecula_1969.4.617,Monarchidae,PASSERIFORMES,6780,1969.4.617,NHMUK,M,16.8,NA,6,4.5,16.5,74,14,60,18.9,65,2,CR,0,0,1
Myiagra ruficollis_1964.60.784,Monarchidae,PASSERIFORMES,6788,1964.60.784,NHMUK,M,17.1,NA,6.6,NA,NA,69,NA,NA,NA,66,1,BM,0,0,0
Myiagra ruficollis_1964.60.784,Monarchidae,PASSERIFORMES,6788,1964.60.784,NHMUK,M,14.1,8,6.3,3.5,17.2,69,10.7,58.3,15.5,67,2,CV,1,0,0
Myiagra ruficollis_1964.60.785,Monarchidae,PASSERIFORMES,6788,1964.60.785,NHMUK,U,16.5,NA,6.6,3.4,NA,65,NA,NA,NA,66,1,BM,0,0,0
Myiagra ruficollis_1964.60.785,Monarchidae,PASSERIFORMES,6788,1964.60.785,NHMUK,F,15.4,8.4,6.5,3.5,16.1,66,10.1,55.9,15.3,67,2,CV,1,0,0
Myiagra ruficollis_1964.60.786,Monarchidae,PASSERIFORMES,6788,1964.60.786,NHMUK,M,18.1,NA,7,3.7,NA,70,NA,NA,NA,67,1,BM,0,0,0
Myiagra ruficollis_1964.60.786,Monarchidae,PASSERIFORMES,6788,1964.60.786,NHMUK,M,16.2,8.9,6.6,3.8,16.6,71,10.4,60.6,14.6,68,2,CV,1,0,0
Myiagra ruficollis_1964.60.787,Monarchidae,PASSERIFORMES,6788,1964.60.787,NHMUK,F,17.9,NA,7,4,NA,68,NA,NA,NA,69,1,BM,0,0,0
Myiagra ruficollis_1964.60.787,Monarchidae,PASSERIFORMES,6788,1964.60.787,NHMUK,F,16.3,9.4,6.9,4,15.4,69,11,58,15.9,68,2,CV,1,0,0
Myiarchus barbirostris_88.1.1.1485,Tyrannidae,PASSERIFORMES,5751,88.1.1.1485,NHMUK,M,18.6,NA,6.6,4.3,18.3,75,NA,NA,NA,72,1,GT,0,0,0
Myiarchus barbirostris_88.1.1.1485,Tyrannidae,PASSERIFORMES,5751,88.1.1.1485,NHMUK,M,19.4,11.5,6.7,4,18,76,11.6,64.4,15.3,72,2,PC,1,0,0
Myiarchus magnirostris_88.1.1.1644,Tyrannidae,PASSERIFORMES,5770,88.1.1.1644,NHMUK,M,18.5,NA,5.8,4.2,20.5,64,NA,NA,NA,63,1,GT,0,0,0
Myiarchus magnirostris_88.1.1.1644,Tyrannidae,PASSERIFORMES,5770,88.1.1.1644,NHMUK,M,19,10.8,5.7,4,21,64,8.6,55.4,13.4,62,2,PC,1,0,0
Myiarchus semirufus_99.4.20.2610,Tyrannidae,PASSERIFORMES,5749,99.4.20.2610,NHMUK,M,22.6,NA,7.4,5.7,20.9,92,NA,NA,NA,93,1,GT,0,0,0
Myiarchus semirufus_99.4.20.2610,Tyrannidae,PASSERIFORMES,5749,99.4.20.2610,NHMUK,M,23.2,16.4,7.5,5.3,21.3,89,8.5,80.5,9.6,93,2,PC,1,0,0
Myiarchus validus_88.1.13.1087,Tyrannidae,PASSERIFORMES,5758,88.1.13.1087,NHMUK,F,26.4,NA,8.6,6.5,22,100,NA,NA,NA,100,1,GT,0,0,0
Myiarchus validus_88.1.13.1087,Tyrannidae,PASSERIFORMES,5758,88.1.13.1087,NHMUK,F,25.7,17.2,8.5,6.3,24.1,105,14.8,90.2,14.1,97,2,PC,1,0,0
Myiarchus venezuelensis_88.1.13.1093,Tyrannidae,PASSERIFORMES,5756,88.1.13.1093,NHMUK,M,23,NA,7.3,5.6,20.1,93,NA,NA,NA,95,1,GT,0,0,0
Myiarchus venezuelensis_88.1.13.1093,Tyrannidae,PASSERIFORMES,5756,88.1.13.1093,NHMUK,M,22.2,15.2,7.1,5.5,21.2,94,17.2,76.8,18.3,92,2,CV,1,0,0
Myiarchus yucatanensis_99.4.20.1627,Tyrannidae,PASSERIFORMES,5764,99.4.20.1627,NHMUK,M,20.7,NA,6.3,5.3,20.6,83,NA,NA,NA,84,1,GT,0,0,0
Myiarchus yucatanensis_99.4.20.1627,Tyrannidae,PASSERIFORMES,5764,99.4.20.1627,NHMUK,M,20.5,13.3,6.4,5.8,22.2,83,12,71,14.5,86,2,CS,1,0,0
Myioborus albifacies_1957.1.3,Parulidae,PASSERIFORMES,10681,1957.1.3,NHMUK,M,12.5,8.1,3.8,3.9,19.2,63,9.2,53.8,14.6,67.5,1,CS,1,0,0
Myioborus albifacies_1957.1.3,Parulidae,PASSERIFORMES,10681,1957.1.3,NHMUK,M,10.9,NA,NA,3.9,19.7,60.6,8.7,51.9,14.4,65.1,2,APH2,0,0,0
Myioborus castaneocapilla_1922.3.5.3698,Parulidae,PASSERIFORMES,10683,1922.3.5.3698,NHMUK,M,13.1,NA,NA,3.9,19.7,74,9.7,64.3,13.1,63.8,1,APH2,0,0,0
Myioborus castaneocapilla_1922.3.5.3698,Parulidae,PASSERIFORMES,10683,1922.3.5.3698,NHMUK,M,12.7,7.9,4.3,4.1,19.5,69,10.2,58.8,14.8,73,2,CS,1,0,0
Myioborus flavivertex_85.3.8.885,Parulidae,PASSERIFORMES,10674,85.3.8.885,NHMUK,U,12.4,NA,3.3,3.3,19.9,63,NA,NA,NA,64,1,GT,0,0,0
Myioborus flavivertex_85.3.8.885,Parulidae,PASSERIFORMES,10674,85.3.8.885,NHMUK,U,12.5,7.2,4,4,19.9,63,9.7,53.3,15.4,65,2,CS,1,0,0
Myioborus miniatus_1892.4.20.2092,Parulidae,PASSERIFORMES,10672,1892.4.20.2092,NHMUK,F,13.7,5.3,3.5,2.8,20.7,65,9,56,13.8,67.5,1,AMGZ,1,0,0
Myioborus miniatus_1892.4.20.2092,Parulidae,PASSERIFORMES,10672,1892.4.20.2092,NHMUK,F,10,NA,NA,3.6,18.4,66,9.7,56.3,14.7,69.2,2,APH2,0,0,0
Myioborus miniatus_1892.4.20.2098,Parulidae,PASSERIFORMES,10672,1892.4.20.2098,NHMUK,F,13.6,5.6,3.8,2.9,21.1,60,7,53,11.7,64.5,1,AMGZ,1,0,0
Myioborus miniatus_1892.4.20.2098,Parulidae,PASSERIFORMES,10672,1892.4.20.2098,NHMUK,F,10.8,NA,NA,4,18.6,60.6,8.4,52.2,13.9,66.6,2,APH2,0,0,0
Myioborus ornatus_1916.9.21.56,Parulidae,PASSERIFORMES,10677,1916.9.21.56,NHMUK,M,12.3,NA,NA,4.5,19.4,73.7,8.6,65.1,11.7,70.6,1,APH2,0,0,0
Myioborus ornatus_1916.9.21.56,Parulidae,PASSERIFORMES,10677,1916.9.21.56,NHMUK,M,12.7,7,4,4.4,19.9,71,9.7,61.3,13.7,73,2,CS,1,0,0
Myioborus ornatus_1921.12.29.91,Parulidae,PASSERIFORMES,10677,1921.12.29.91,NHMUK,M,12.4,NA,NA,3.9,19.6,71.6,10.7,60.9,14.9,68,1,APH2,0,0,0
Myioborus ornatus_1921.12.29.91,Parulidae,PASSERIFORMES,10677,1921.12.29.91,NHMUK,M,12.4,7.1,4.1,4,17.5,67.5,10.4,57.1,15.4,67,2,CS,1,0,0
Myioborus pariae_1963.36.3,Parulidae,PASSERIFORMES,10680,1963.36.3,NHMUK,M,12,6.7,4,4.5,17.6,59.5,8.3,51.2,13.9,61,1,CS,1,0,0
Myioborus pariae_1963.36.3,Parulidae,PASSERIFORMES,10680,1963.36.3,NHMUK,M,11.7,NA,NA,5.2,17.9,60.8,8.7,52.1,14.3,60.4,2,APH2,0,0,0
Myioborus pictus_1906.12.7.3437,Parulidae,PASSERIFORMES,10671,1906.12.7.3437,NHMUK,F,12.3,7.2,4,3.4,18.2,68,13,55,19.1,61,1,CS,1,0,0
Myioborus pictus_1906.12.7.3437,Parulidae,PASSERIFORMES,10671,1906.12.7.3437,NHMUK,F,11.8,NA,NA,3.2,15.7,70.8,14.5,56.3,20.5,62.9,2,APH2,0,0,0
Myioborus torquatus_1900.7.30.44,Parulidae,PASSERIFORMES,10679,1900.7.30.44,NHMUK,F,12.3,7.3,4.8,4,19.4,63,9.6,53.4,15.2,60,1,CS,1,0,0
Myioborus torquatus_1900.7.30.44,Parulidae,PASSERIFORMES,10679,1900.7.30.44,NHMUK,F,12.7,NA,NA,4.2,19.6,64.9,10.4,54.5,16,57.9,2,APH2,0,0,0
Myioborus torquatus_1949.58.815,Parulidae,PASSERIFORMES,10679,1949.58.815,NHMUK,F,12,7.6,4.2,3.9,19.7,62.5,9.7,52.8,15.5,59,1,CS,1,0,0
Myioborus torquatus_1949.58.815,Parulidae,PASSERIFORMES,10679,1949.58.815,NHMUK,F,12.2,NA,NA,3.5,19.7,65.6,10,55.6,15.2,57.9,2,APH2,0,0,0
Myiodynastes chrysocephalus_1953.68.573,Tyrannidae,PASSERIFORMES,5711,1953.68.573,NHMUK,M,25.4,NA,10.1,7.9,17.3,106,NA,NA,NA,88,1,GT,0,0,0
Myiodynastes chrysocephalus_1953.68.573,Tyrannidae,PASSERIFORMES,5711,1953.68.573,NHMUK,M,25.4,17,9.8,7.5,16.9,106,23.9,82.1,22.5,84,2,HM,1,0,0
Myiodynastes hemichrysus_1949.58.537,Tyrannidae,PASSERIFORMES,5710,1949.58.537,NHMUK,F,24.2,NA,9.5,7.2,18.1,100,NA,NA,NA,89,1,GT,0,0,0
Myiodynastes hemichrysus_1949.58.537,Tyrannidae,PASSERIFORMES,5710,1949.58.537,NHMUK,F,24,16.1,9.4,6.9,18.2,100.5,18.7,81.8,18.6,82.5,2,HM,1,0,0
Myiodynastes luteiventris_1899.4.20.760,Tyrannidae,PASSERIFORMES,5713,1899.4.20.760,NHMUK,M,25.9,17.2,8.8,7.4,17,111.5,34.3,77.2,30.8,82.5,1,HM,1,1,0
Myiodynastes luteiventris_1899.4.20.760,Tyrannidae,PASSERIFORMES,5713,1899.4.20.760,NHMUK,M,24.3,16.7,8.9,7.4,17.2,111.5,33.6,77.9,30.1,81,2,HM,1,1,0
Myiornis auricularis_1905.10.12.355,Tyrannidae,PASSERIFORMES,5525,1905.10.12.355,NHMUK,M,11.6,NA,3.1,2.6,13.6,41,NA,NA,NA,29,1,GT,0,0,0
Myiornis auricularis_1905.10.12.355,Tyrannidae,PASSERIFORMES,5525,1905.10.12.355,NHMUK,M,12,7.6,3.4,2.6,14,41,5,36,12.2,28,2,TB/HM,1,0,0
Myiotheretes fumigatus_1925.12.24.434,Tyrannidae,PASSERIFORMES,5860,1925.12.24.434,NHMUK,M,25.1,NA,7.2,5.4,23.1,107,NA,NA,NA,NA,1,GT,0,0,0
Myiotheretes fumigatus_1925.12.24.434,Tyrannidae,PASSERIFORMES,5860,1925.12.24.434,NHMUK,M,24.7,14.2,7.1,5.2,23.5,105.5,22.5,83,21.3,88,2,HM,1,0,0
Myiotheretes fumigatus_1925.12.24.561,Tyrannidae,PASSERIFORMES,5860,1925.12.24.561,NHMUK,M,20.9,12.9,7,5.5,22.9,114,27,87,23.7,80,1,HM,1,0,0
Myiotheretes fumigatus_1925.12.24.561,Tyrannidae,PASSERIFORMES,5860,1925.12.24.561,NHMUK,M,21.6,NA,NA,6.4,22,114,27.6,86.4,24.2,86.5,2,APH2,0,0,0
Myiotheretes fuscorufus_1902.3.13.908,Tyrannidae,PASSERIFORMES,5861,1902.3.13.908,NHMUK,F,21,12,6.1,5,22.5,103,23.5,79.5,22.8,85.5,1,HM,1,0,0
Myiotheretes fuscorufus_1902.3.13.908,Tyrannidae,PASSERIFORMES,5861,1902.3.13.908,NHMUK,F,20.3,NA,NA,5.8,21.2,104.9,23.4,81.5,22.3,87.2,2,APH2,0,0,0
Myiothlypis bivittata_1884.5.15.113,Parulidae,PASSERIFORMES,10647,1884.5.15.113,NHMUK,U,14.3,NA,NA,4.1,20.3,63.9,8.7,55.2,13.6,53,1,APH2,0,0,0
Myiothlypis bivittata_1884.5.15.113,Parulidae,PASSERIFORMES,10647,1884.5.15.113,NHMUK,U,15.1,7.9,3.8,3.9,20.8,63,9,54,14.3,51,2,AMGZ,1,0,0
Myiothlypis bivittata_1885.3.8.608,Parulidae,PASSERIFORMES,10647,1885.3.8.608,NHMUK,U,13.1,NA,NA,5.1,20.9,68.9,8.2,60.7,11.9,60,1,APH2,0,0,0
Myiothlypis bivittata_1885.3.8.608,Parulidae,PASSERIFORMES,10647,1885.3.8.608,NHMUK,U,14.8,7.6,3.4,3.6,21.8,65,6,59,9.2,58,2,AMGZ,1,0,0
Myiothlypis bivittata_1885.3.8.609,Parulidae,PASSERIFORMES,10647,1885.3.8.609,NHMUK,U,13.8,NA,NA,4.4,20.7,62.6,6.5,56.1,10.4,57.9,1,APH2,0,0,0
Myiothlypis bivittata_1885.3.8.609,Parulidae,PASSERIFORMES,10647,1885.3.8.609,NHMUK,U,14.9,7.7,3.6,3.6,21.6,62,7,55,11.3,56,2,AMGZ,1,0,0
Myiothlypis bivittata_1904.7.9.22,Parulidae,PASSERIFORMES,10647,1904.7.9.22,NHMUK,M,15.3,7.3,3.9,4,22.1,62,6,56,9.7,58,1,AMGZ,1,0,0
Myiothlypis bivittata_1904.7.9.22,Parulidae,PASSERIFORMES,10647,1904.7.9.22,NHMUK,M,13.8,NA,NA,5.7,22,62.9,7.2,55.7,11.4,60.9,2,APH2,0,0,0
Myiothlypis chlorophrys_1953.68.812,Parulidae,PASSERIFORMES,10648,1953.68.812,NHMUK,M,11.6,8.6,3.9,4.3,20.1,61,12.3,48.7,20.2,48,1,CS,1,1,0
Myiothlypis chlorophrys_1953.68.812,Parulidae,PASSERIFORMES,10648,1953.68.812,NHMUK,M,16.2,8,3.8,3.8,18.5,61,11.9,49.1,19.5,47,2,HM,1,1,0
Myiothlypis chrysogaster_1902.3.13.155,Parulidae,PASSERIFORMES,10649,1902.3.13.155,NHMUK,M,14.2,NA,4.1,3.9,20.1,64,NA,NA,NA,56,1,GT,0,0,0
Myiothlypis chrysogaster_1902.3.13.155,Parulidae,PASSERIFORMES,10649,1902.3.13.155,NHMUK,M,11.7,NA,NA,4.8,20.5,64.1,9,55.1,14,54.9,2,APH2,0,0,0
Myiothlypis chrysogaster_1902.3.13.155,Parulidae,PASSERIFORMES,10649,1902.3.13.155,NHMUK,M,16.6,8.9,4,3.8,18.1,63,9.7,53.3,15.4,53,3,HM,1,0,0
Myiothlypis chrysogaster_1902.3.13.156,Parulidae,PASSERIFORMES,10649,1902.3.13.156,NHMUK,M,15.8,7.6,3.7,3.6,18.4,66,11.7,54.3,17.7,55,1,HM,1,0,0
Myiothlypis chrysogaster_1902.3.13.156,Parulidae,PASSERIFORMES,10649,1902.3.13.156,NHMUK,M,12.3,NA,NA,4,18,66.1,10.6,55.5,16,55,2,APH2,0,0,0
Myiothlypis cinereicollis_1884.5.15.443,Parulidae,PASSERIFORMES,10651,1884.5.15.443,NHMUK,U,17.8,7.9,4.3,4,21.7,64,11.3,52.7,17.7,53,1,HM,1,0,0
Myiothlypis cinereicollis_1884.5.15.443,Parulidae,PASSERIFORMES,10651,1884.5.15.443,NHMUK,U,14.1,NA,NA,5.2,21.4,59,7.5,51.5,12.7,55,2,APH2,0,0,0
Myiothlypis conspicillata_1885.3.8.662,Parulidae,PASSERIFORMES,10650,1885.3.8.662,NHMUK,F,13.4,NA,NA,4.2,21.7,61.9,6.5,55.4,10.5,57.7,1,APH2,0,0,0
Myiothlypis conspicillata_1885.3.8.888,Parulidae,PASSERIFORMES,10650,1885.3.8.888,NHMUK,U,12.5,NA,NA,4.3,21,68.3,8,60.3,11.7,59.9,1,APH2,0,0,0
Myiothlypis conspicillata_85.3.8.662,Parulidae,PASSERIFORMES,10650,85.3.8.662,NHMUK,F,12.7,NA,3.6,3.8,21.7,61,NA,NA,NA,61,1,GT,0,0,0
Myiothlypis conspicillata_85.3.8.662,Parulidae,PASSERIFORMES,10650,85.3.8.662,NHMUK,F,12.4,7.1,3.8,3.8,21.3,61.5,6.3,55.2,10.2,61.5,2,CS,1,0,0
Myiothlypis fraseri_1901.4.25.47,Parulidae,PASSERIFORMES,10652,1901.4.25.47,NHMUK,M,13.1,9.9,6.1,4.3,22.2,73,10.2,62.8,14,55,1,CS,1,0,0
Myiothlypis fraseri_1901.4.25.47,Parulidae,PASSERIFORMES,10652,1901.4.25.47,NHMUK,M,14.2,NA,NA,5.1,21.7,68.5,8.6,59.9,12.6,60.9,2,APH2,0,0,0
