Sequence,animal,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
3103,Accipiter_albogularis,Accipitridae,Accipitriformes,AVIBASE-BBB59880,5,2,0,3,4,27.7,17.8,10.6,14.7,62.0,235.2,81.8,159.5,33.9,169.0,248.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-11.73,-4.02,-8.15,158.49,37461.21
3090,Accipiter_badius,Accipitridae,Accipitriformes,AVIBASE-1A0ECB6E,10,4,6,0,8,20.6,12.1,8.8,11.6,43.0,186.7,62.5,127.4,32.9,140.6,131.2,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Vertivore,Insessorial,-29.47,46.39,8.23,44.98,22374973.00
3125,Accipiter_bicolor,Accipitridae,Accipitriformes,AVIBASE-ADBE44E1,11,4,5,2,8,25.0,13.7,8.6,12.7,58.1,229.6,56.6,174.8,24.6,186.3,287.5,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Generalist,-55.72,23.73,-10.10,-59.96,14309701.27
3116,Accipiter_brachyurus,Accipitridae,Accipitriformes,AVIBASE-68BF920B,4,4,0,0,3,22.5,14.0,8.9,11.9,61.2,202.2,64.1,138.1,31.7,140.8,142.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-6.31,-4.08,-5.45,150.68,35580.71
3092,Accipiter_brevipes,Accipitridae,Accipitriformes,AVIBASE-8492E4B7,8,4,4,0,4,21.1,12.1,8.7,11.1,46.4,217.6,87.8,129.9,40.2,153.5,186.5,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Generalist,31.19,55.86,45.24,45.33,2936751.80
3091,Accipiter_butleri,Accipitridae,Accipitriformes,AVIBASE-6B64C150,1,0,1,0,1,20.0,11.9,6.6,12.0,48.7,166.0,42.9,123.1,25.8,127.0,122.0,Updated_literature,Dunning_(2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,7.87,9.26,8.42,93.17,327.84
3089,Accipiter_castanilius,Accipitridae,Accipitriformes,AVIBASE-9D80E72A,6,2,2,2,4,20.5,11.5,8.3,10.9,52.6,163.5,38.9,123.1,24.0,135.4,157.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-10.36,10.12,0.71,18.29,2096401.63
3115,Accipiter_cirrocephalus,Accipitridae,Accipitriformes,AVIBASE-21957C95,5,2,3,0,4,19.2,10.6,7.7,9.6,60.3,213.0,81.3,133.7,37.8,155.4,165.7,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Generalist,-43.64,0.04,-23.36,137.81,5488639.45
3130,Accipiter_collaris,Accipitridae,Accipitriformes,AVIBASE-32760AD5,7,1,5,1,6,20.0,11.2,8.6,11.0,43.6,165.9,49.5,115.2,30.0,125.0,97.8,Updated_literature,BoW,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-13.20,11.25,2.47,-75.57,253265.36
3123,Accipiter_cooperii,Accipitridae,Accipitriformes,AVIBASE-EB98812F,5,2,3,0,4,25.4,13.9,8.6,13.2,62.0,241.2,77.8,163.5,32.3,188.4,429.7,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Vertivore,Aerial,23.28,53.31,41.25,-100.49,8393137.06
3114,Accipiter_erythrauchen,Accipitridae,Accipitriformes,AVIBASE-950C5048,4,3,1,0,4,21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,156.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-3.91,2.65,-1.32,128.19,48150.32
3109,Accipiter_erythropus,Accipitridae,Accipitriformes,AVIBASE-AFD19C47,5,2,3,0,4,17.6,9.7,7.2,9.6,43.0,154.6,40.9,110.1,27.1,104.4,111.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.36,14.73,3.48,10.44,3904812.09
3101,Accipiter_fasciatus,Accipitridae,Accipitriformes,AVIBASE-8257AE54,11,8,3,0,9,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206.0,358.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-43.64,-1.70,-24.45,134.95,8180196.71
3094,Accipiter_francesiae,Accipitridae,Accipitriformes,AVIBASE-0307D245,10,2,8,0,9,20.2,13.1,8.7,10.7,48.1,155.8,43.2,112.8,27.8,127.5,136.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-25.61,-11.36,-19.49,46.67,519468.81
3128,Accipiter_gentilis,Accipitridae,Accipitriformes,AVIBASE-420850D6,8,4,4,0,4,33.7,19.6,11.6,18.0,67.3,337.6,122.6,215.0,36.3,241.1,866.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Generalist,17.10,70.39,54.91,19.06,31775270.74
3086,Accipiter_griseiceps,Accipitridae,Accipitriformes,AVIBASE-4C2DBB2A,4,3,1,0,3,24.1,14.6,8.8,12.4,52.0,187.2,50.0,137.3,26.8,141.2,251.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.66,1.88,-1.96,121.18,140604.94
3111,Accipiter_gularis,Accipitridae,Accipitriformes,AVIBASE-1E49FE52,5,0,4,1,4,23.3,9.5,6.6,9.1,43.6,162.6,54.2,109.0,33.2,106.4,120.7,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Insessorial,24.25,59.00,49.07,117.11,4785704.92
3124,Accipiter_gundlachi,Accipitridae,Accipitriformes,AVIBASE-0EDF5A1C,1,0,1,0,1,26.0,15.2,8.3,16.3,71.3,228.0,61.8,166.2,27.1,223.0,675.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,19.82,23.16,21.62,-79.36,33511.43
3104,Accipiter_haplochrous,Accipitridae,Accipitriformes,AVIBASE-18B4CE02,4,3,1,0,4,23.7,13.9,9.6,13.2,58.9,227.8,74.5,153.2,32.7,155.0,198.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-22.40,-20.09,-21.33,165.48,16389.59
3106,Accipiter_henicogrammus,Accipitridae,Accipitriformes,AVIBASE-9288286D,5,2,3,0,4,27.9,15.9,10.0,13.6,65.1,230.2,72.0,160.5,31.1,190.0,358.7,Inferred,NA,YES,Body_Mass,Accipiter_fasciatus,Forest,1,1,Carnivore,Vertivore,Insessorial,-0.92,2.65,0.88,128.01,22781.85
3126,Accipiter_henstii,Accipitridae,Accipitriformes,AVIBASE-05701150,4,2,2,0,4,32.6,18.1,11.8,17.2,75.0,290.5,78.0,212.5,27.0,245.0,1050.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.20,-11.95,-18.72,46.85,434639.70
3097,Accipiter_hiogaster,Accipitridae,Accipitriformes,AVIBASE-3400ACD7,4,2,2,0,4,26.0,15.9,9.4,13.9,51.1,197.2,60.8,136.5,30.8,136.5,326.1,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-11.66,2.65,-5.26,141.22,794517.61
3108,Accipiter_imitator,Accipitridae,Accipitriformes,AVIBASE-466CC533,1,1,0,0,1,26.4,16.8,9.1,12.2,49.6,200.0,60.0,140.0,30.0,161.0,222.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.58,-5.41,-6.76,156.47,10050.21
3107,Accipiter_luteoschistaceus,Accipitridae,Accipitriformes,AVIBASE-EA787A01,1,0,1,0,0,26.4,16.8,7.8,11.9,51.5,188.0,57.0,131.0,30.3,146.0,214.0,Dunning,NA,YES,Beak_Culmen;_Beak_Nares,Accipiter_imitator,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.31,-4.19,-5.50,150.45,28814.74
3118,Accipiter_madagascariensis,Accipitridae,Accipitriformes,AVIBASE-5D673E3E,4,2,2,0,4,19.7,10.7,7.4,9.4,58.0,190.8,54.5,136.2,28.7,149.5,180.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.61,-11.95,-19.43,46.69,476517.51
3102,Accipiter_melanochlamys,Accipitridae,Accipitriformes,AVIBASE-1F0322E5,5,2,3,0,4,25.9,15.6,11.0,13.9,62.7,228.6,75.0,156.2,32.4,164.8,265.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-10.07,-0.95,-5.31,141.87,115449.94
3127,Accipiter_melanoleucus,Accipitridae,Accipitriformes,AVIBASE-819AB823,5,2,3,0,4,29.6,18.0,10.3,16.3,75.8,302.8,107.2,200.8,35.0,219.4,699.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-34.84,18.84,-5.51,25.85,9067092.60
3129,Accipiter_meyerianus,Accipitridae,Accipitriformes,AVIBASE-87B94C0E,2,1,1,0,2,35.0,20.6,12.6,18.6,75.4,309.5,102.0,207.5,33.0,200.0,763.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-10.12,2.29,-4.70,141.36,269144.41
3110,Accipiter_minullus,Accipitridae,Accipitriformes,AVIBASE-CE1CF6FD,5,3,2,0,5,16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,87.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-34.84,17.80,-9.71,29.57,6794381.58
3113,Accipiter_nanus,Accipitridae,Accipitriformes,AVIBASE-7F1573CA,2,0,2,0,1,17.6,10.6,7.6,10.1,46.6,152.4,44.9,107.5,29.5,109.0,117.0,Inferred,NA,YES,Body_Mass,Accipiter_virgatus,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.70,1.76,-1.08,121.34,110477.00
3120,Accipiter_nisus,Accipitridae,Accipitriformes,AVIBASE-DB376A66,19,6,13,0,10,19.6,11.4,8.4,10.0,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,26.90,70.53,54.67,77.29,23601609.31
3098,Accipiter_novaehollandiae,Accipitridae,Accipitriformes,AVIBASE-CFB9E213,8,5,3,0,7,31.6,19.9,11.5,16.5,69.0,261.9,76.0,188.3,28.9,183.6,326.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-43.64,-10.51,-26.72,143.49,1807067.30
3119,Accipiter_ovampensis,Accipitridae,Accipitriformes,AVIBASE-BAE91683,5,2,3,0,4,20.5,11.2,7.5,10.3,49.4,222.4,86.2,138.5,38.4,155.0,195.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial,-27.22,13.92,-8.53,23.37,7295779.86
3099,Accipiter_poliocephalus,Accipitridae,Accipitriformes,AVIBASE-435FF493,4,2,2,0,4,25.0,15.4,10.1,13.7,60.3,210.5,67.8,142.8,32.1,157.2,214.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-11.66,0.04,-5.32,140.74,671500.51
3084,Accipiter_poliogaster,Accipitridae,Accipitriformes,AVIBASE-707547BB,5,2,3,0,3,27.7,14.9,8.0,13.2,52.4,240.4,72.6,172.2,29.6,174.6,315.0,Updated_literature,Dunning_(2021),NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-30.38,6.82,-7.81,-60.09,7203530.62
3100,Accipiter_princeps,Accipitridae,Accipitriformes,AVIBASE-B202721E,2,1,1,0,2,33.6,22.2,13.8,17.8,68.0,266.3,77.8,188.5,29.2,192.3,214.8,Inferred,NA,YES,Body_Mass,Accipiter_poliocephalus,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.11,-4.23,-5.35,151.04,11549.62
3117,Accipiter_rhodogaster,Accipitridae,Accipitriformes,AVIBASE-C638D858,5,2,3,0,4,20.5,11.8,7.9,10.8,53.4,172.6,51.6,122.4,29.7,125.8,172.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.70,1.76,-1.93,121.39,146036.85
3105,Accipiter_rufitorques,Accipitridae,Accipitriformes,AVIBASE-5B6F04D7,5,2,3,0,4,26.0,15.4,10.3,13.7,59.2,217.6,73.5,142.0,34.1,146.0,209.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-19.20,-16.15,-17.45,169.39,17581.12
3121,Accipiter_rufiventris,Accipitridae,Accipitriformes,AVIBASE-EC0E680F,5,2,3,0,4,20.3,10.7,7.8,10.0,54.2,218.6,83.0,134.3,38.1,165.8,198.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-34.04,15.67,-7.01,32.60,756057.21
3093,Accipiter_soloensis,Accipitridae,Accipitriformes,AVIBASE-D188E45C,5,2,3,0,4,25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39.0,123.4,164.8,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Insessorial,20.24,47.24,31.97,117.13,2375886.74
3122,Accipiter_striatus,Accipitridae,Accipitriformes,AVIBASE-3B024163,20,8,10,2,16,18.3,10.1,7.3,9.4,49.9,181.6,56.6,126.8,30.7,134.3,130.6,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Aerial,-34.98,69.38,34.35,-96.11,16375303.87
3131,Accipiter_superciliosus,Accipitridae,Accipitriformes,AVIBASE-F23F7695,5,2,3,0,4,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,96.4,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-28.11,14.61,-6.22,-60.98,8560355.56
3096,Accipiter_sylvestris,Accipitridae,Accipitriformes,AVIBASE-CB0C5D93,2,2,0,0,2,26.0,14.9,9.2,13.1,54.5,206.4,66.0,140.4,32.0,146.9,326.1,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.11,-8.07,-8.57,120.12,34582.63
3088,Accipiter_tachiro,Accipitridae,Accipitriformes,AVIBASE-0262A612,5,2,3,0,5,18.0,15.3,9.1,12.4,65.7,217.4,55.6,161.8,25.7,175.0,290.2,Updated_literature,Jackson_(1972);_Dunning_(2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-34.84,4.53,-12.54,29.90,5174215.21
3087,Accipiter_toussenelii,Accipitridae,Accipitriformes,AVIBASE-DAF17A0B,6,2,2,2,5,24.4,13.9,9.2,11.9,62.1,189.0,48.2,149.6,24.4,157.2,249.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.06,17.41,3.51,15.99,4598131.33
3095,Accipiter_trinotatus,Accipitridae,Accipitriformes,AVIBASE-0BED8100,8,2,3,3,4,20.4,13.3,8.6,11.2,48.2,162.9,43.0,115.0,27.2,128.8,146.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.66,1.76,-1.81,121.37,120238.86
3085,Accipiter_trivirgatus,Accipitridae,Accipitriformes,AVIBASE-0D4EE0EB,15,9,4,2,12,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23.0,171.9,265.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.85,31.08,13.91,101.71,3366430.69
3112,Accipiter_virgatus,Accipitridae,Accipitriformes,AVIBASE-A59A2D4D,15,9,5,1,13,21.2,11.7,7.6,10.2,49.8,167.7,46.7,123.1,27.4,123.9,117.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Generalist,-8.98,35.61,22.08,101.25,4398429.71
3018,Aegypius_monachus,Accipitridae,Accipitriformes,AVIBASE-158BDC90,4,2,2,0,4,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432.0,41.1,371.0,9320.6,Dunning,NA,NO,NA,NA,Forest,2,1,Scavenger,Scavenger,Terrestrial,25.27,54.37,41.63,87.87,7718571.19
3047,Aquila_adalberti,Accipitridae,Accipitriformes,AVIBASE-69742EE4,4,3,1,0,4,61.2,39.8,21.1,31.0,98.4,592.5,235.0,357.5,39.7,297.0,2958.0,Dunning,NA,NO,NA,NA,Woodland,1,2,Carnivore,Vertivore,Generalist,36.28,41.56,39.06,-5.23,131221.76
3055,Aquila_africana,Accipitridae,Accipitriformes,AVIBASE-51FD3E3C,4,2,2,0,4,39.4,23.4,12.8,20.4,76.6,342.2,93.8,248.4,27.4,277.8,1047.0,Dunning,NA,NO,NA,NA,Woodland,1,2,Carnivore,Vertivore,Generalist,-8.47,9.95,1.97,13.68,1918245.90
3051,Aquila_audax,Accipitridae,Accipitriformes,AVIBASE-5E574D70,6,2,4,0,6,60.5,40.9,19.6,31.2,104.0,617.7,244.5,373.2,39.6,387.0,3449.9,Dunning,NA,NO,NA,NA,Woodland,1,2,Carnivore,Vertivore,Generalist,-43.64,-8.78,-25.74,134.48,7679648.03
3050,Aquila_chrysaetos,Accipitridae,Accipitriformes,AVIBASE-5F8E7CA8,8,2,6,0,8,56.8,37.0,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,6.36,71.12,50.67,38.05,39450257.98
3053,Aquila_fasciata,Accipitridae,Accipitriformes,AVIBASE-05F11441,4,2,2,0,4,45.7,28.9,16.2,23.7,93.2,486.8,181.8,305.0,37.3,260.0,1936.5,Dunning,NA,NO,NA,NA,Rock,3,2,Carnivore,Vertivore,Aerial,-10.37,45.24,27.52,62.08,5630034.84
3049,Aquila_gurneyi,Accipitridae,Accipitriformes,AVIBASE-22A50A54,4,2,1,1,3,55.4,33.3,16.6,21.9,99.4,544.5,183.8,360.8,33.8,365.5,3060.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-10.73,2.65,-5.05,140.46,601810.35
3048,Aquila_heliaca,Accipitridae,Accipitriformes,AVIBASE-469DCF57,5,2,3,0,3,59.0,37.5,19.8,28.4,93.7,582.2,230.8,354.0,39.5,316.2,3125.2,Dunning,NA,NO,NA,NA,Woodland,1,3,Carnivore,Vertivore,Generalist,35.35,59.75,49.87,70.89,9556213.62
3046,Aquila_nipalensis,Accipitridae,Accipitriformes,AVIBASE-A635F565,5,2,3,0,4,54.1,32.4,17.7,25.2,95.1,559.6,225.2,332.0,40.5,271.4,2714.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,31.20,53.52,43.73,85.14,6933240.92
3045,Aquila_rapax,Accipitridae,Accipitriformes,AVIBASE-F6D547B2,5,2,3,0,4,54.0,31.5,16.8,24.3,84.3,506.6,196.0,310.0,38.7,242.4,2236.1,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Vertivore,Generalist,-34.31,36.93,3.92,30.52,17572054.36
3054,Aquila_spilogaster,Accipitridae,Accipitriformes,AVIBASE-9A418C45,5,2,3,0,4,44.0,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Generalist,-29.06,17.46,-2.84,24.33,12423292.01
3052,Aquila_verreauxii,Accipitridae,Accipitriformes,AVIBASE-14F13C32,4,2,2,0,4,58.2,35.5,18.3,27.6,117.4,590.2,200.5,389.8,34.0,403.5,4195.0,Dunning,NA,NO,NA,NA,Rock,3,1,Carnivore,Vertivore,Aerial,-34.84,30.44,-9.59,29.12,4020161.71
2981,Aviceda_cuculoides,Accipitridae,Accipitriformes,AVIBASE-648936C0,5,2,3,0,3,25.5,17.1,10.6,13.9,33.0,264.6,114.0,153.5,42.4,154.2,277.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-34.21,14.08,-3.74,21.08,10593852.38
2983,Aviceda_jerdoni,Accipitridae,Accipitriformes,AVIBASE-0C89F1D6,5,1,3,1,4,45.5,21.7,12.9,15.9,34.7,302.8,76.9,222.9,25.6,211.0,363.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Insessorial,-5.95,28.63,6.17,107.44,1592906.95
2985,Aviceda_leuphotes,Accipitridae,Accipitriformes,AVIBASE-139A5705,5,2,3,0,4,24.6,16.4,10.2,12.5,25.0,230.6,82.0,150.2,35.3,124.0,194.0,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial,8.56,33.35,23.21,103.96,3528791.57
2982,Aviceda_madagascariensis,Accipitridae,Accipitriformes,AVIBASE-C8E60C39,5,2,3,0,4,28.6,20.1,11.6,16.2,38.7,314.2,106.0,207.5,33.8,169.2,277.0,Inferred,NA,YES,Body_Mass,Aviceda_cuculoides,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.09,-11.95,-18.10,47.27,340717.90
2984,Aviceda_subcristata,Accipitridae,Accipitriformes,AVIBASE-010AC994,5,2,3,0,3,28.3,19.7,11.6,14.7,36.3,336.6,134.5,200.0,40.2,202.0,322.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Insessorial,-34.97,2.65,-12.44,141.78,1718124.83
3151,Busarellus_nigricollis,Accipitridae,Accipitriformes,AVIBASE-37148B74,6,1,2,3,5,40.8,27.1,12.5,17.6,76.1,393.5,105.9,283.1,27.0,199.8,766.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Aquatic_predator,Insessorial,-34.19,23.94,-7.16,-59.48,12825637.87
3156,Butastur_indicus,Accipitridae,Accipitriformes,AVIBASE-2E1D79FE,5,0,2,3,4,40.5,18.4,10.4,14.5,53.4,327.6,155.1,175.9,46.9,191.8,414.6,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Vertivore,Insessorial,30.99,52.35,44.31,129.81,1828306.34
3155,Butastur_liventer,Accipitridae,Accipitriformes,AVIBASE-DAB52BF2,5,2,3,0,4,31.3,17.0,10.5,14.0,61.7,275.0,115.6,159.4,42.0,149.0,338.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Insessorial,-8.78,23.45,12.53,104.10,1357262.80
3153,Butastur_rufipennis,Accipitridae,Accipitriformes,AVIBASE-45A1D850,5,2,3,0,4,28.7,16.3,10.3,12.3,58.4,311.2,143.5,170.0,45.8,181.4,334.9,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Invertivore,Insessorial,-6.49,19.11,12.64,11.75,3625177.22
3154,Butastur_teesa,Accipitridae,Accipitriformes,AVIBASE-868CD246,5,2,3,0,4,30.6,18.0,10.7,13.8,60.4,295.4,132.0,165.0,44.5,191.0,325.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Insessorial,8.07,35.29,23.18,78.91,3969936.20
3191,Buteo_albigula,Accipitridae,Accipitriformes,AVIBASE-B7DB09E8,6,4,2,0,5,27.9,17.9,11.4,15.2,57.9,291.0,109.6,181.4,37.6,182.2,525.0,EltonTraits_Model,NA,NO,NA,NA,Forest,2,3,Carnivore,Vertivore,Generalist,-51.06,5.43,-24.50,-72.05,1021826.91
3195,Buteo_albonotatus,Accipitridae,Accipitriformes,AVIBASE-597D7DD6,5,1,3,1,3,35.1,21.1,12.7,16.9,70.4,398.0,159.7,236.7,40.3,217.0,745.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-28.09,36.47,0.47,-69.62,7192504.19
3201,Buteo_augur,Accipitridae,Accipitriformes,AVIBASE-EBDC03AA,14,6,8,0,8,42.7,24.4,13.3,18.9,89.3,410.2,129.3,283.6,31.4,188.5,1099.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial,-25.31,16.40,-5.73,31.96,3919632.94
3200,Buteo_auguralis,Accipitridae,Accipitriformes,AVIBASE-A16C3B99,5,2,3,0,4,33.3,18.6,11.2,15.6,73.6,356.2,135.9,223.4,37.8,192.6,663.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-12.58,16.03,7.61,12.15,7045229.26
3208,Buteo_brachypterus,Accipitridae,Accipitriformes,AVIBASE-5CA7B50A,5,2,3,0,4,33.6,19.7,11.5,16.4,63.1,315.4,100.1,215.2,31.7,184.4,511.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.61,-11.95,-19.38,46.70,591120.44
3192,Buteo_brachyurus,Accipitridae,Accipitriformes,AVIBASE-81463CC0,5,1,4,0,4,31.1,17.0,10.4,14.9,53.8,307.6,90.0,213.3,29.7,171.0,496.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-30.69,29.85,-5.09,-62.04,14372802.04
3203,Buteo_buteo,Accipitridae,Accipitriformes,AVIBASE-3C0C325D,19,6,11,2,9,35.9,22.1,12.6,16.6,75.8,382.9,147.2,236.9,38.3,214.4,759.1,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Insessorial,14.89,67.81,52.89,40.23,11719424.27
3194,Buteo_galapagoensis,Accipitridae,Accipitriformes,AVIBASE-4D9F58B4,5,2,3,0,4,40.9,26.0,13.9,19.3,77.0,402.6,176.8,229.2,43.6,235.2,1137.4,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Vertivore,Aerial,-1.41,0.65,-0.44,-91.13,5639.54
3211,Buteo_hemilasius,Accipitridae,Accipitriformes,AVIBASE-92FFE8FF,5,2,3,0,4,40.7,23.1,14.7,18.8,80.0,467.2,179.0,290.2,38.2,251.4,1358.9,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Generalist,28.27,54.14,42.40,100.83,5366251.83
3196,Buteo_jamaicensis,Accipitridae,Accipitriformes,AVIBASE-536A5157,5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.2,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Vertivore,Insessorial,8.36,68.66,45.50,-105.33,15462822.34
3204,Buteo_japonicus,Accipitridae,Accipitriformes,AVIBASE-3895BE56,4,2,2,0,4,34.5,19.4,11.7,15.8,77.0,395.0,163.0,232.0,41.2,212.0,759.1,DataFromSplit,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Insessorial,24.23,64.97,54.33,126.58,4465171.40
3198,Buteo_lagopus,Accipitridae,Accipitriformes,AVIBASE-90B13ACF,7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240.0,949.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Insessorial,47.60,83.11,67.33,2.14,9709846.76
3188,Buteo_lineatus,Accipitridae,Accipitriformes,AVIBASE-EA4D6C0B,5,2,2,1,4,33.1,20.3,11.8,16.3,74.1,319.0,106.9,212.8,33.4,172.8,603.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Carnivore,Vertivore,Aerial,24.95,47.85,37.72,-86.88,3542030.50
