Sequence,animal,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
9573,Cinnyris_cupreus,Nectariniidae,Passeriformes,AVIBASE-1F21FFE9,10,4,6,0,4,21.1,15.3,3.5,3.2,15.7,57.0,8.8,47.3,15.4,43.7,8.9,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Nectarivore,Insessorial,-19.86,16.84,-0.53,17.60,7848077.34
9583,Cinnyris_dussumieri,Nectariniidae,Passeriformes,AVIBASE-8449EA0A,4,2,2,0,4,24.8,18.7,3.8,3.4,17.2,60.1,9.5,50.6,15.8,39.2,10.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-4.80,-4.20,-4.56,55.52,244.59
9553,Cinnyris_erythrocercus,Nectariniidae,Passeriformes,AVIBASE-4C428439,5,2,3,0,4,19.4,13.3,3.3,3.0,15.6,61.0,8.0,52.0,13.2,65.6,8.8,Dunning,NA,NO,NA,NA,Wetland,2,1,Omnivore,Nectarivore,Insessorial,-8.50,9.80,0.65,31.88,438707.33
9545,Cinnyris_fuelleborni,Nectariniidae,Passeriformes,AVIBASE-411ECD6F,5,2,3,0,4,21.5,15.4,3.1,2.8,16.6,53.9,7.3,45.5,13.8,42.4,8.2,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,-16.60,-4.50,-11.26,34.42,244106.50
9570,Cinnyris_fuscus,Nectariniidae,Passeriformes,AVIBASE-427683B4,5,2,3,0,4,21.3,15.4,3.4,3.0,16.9,54.9,9.5,44.6,17.6,39.2,7.8,Dunning,NA,NO,NA,NA,Desert,3,1,Omnivore,Nectarivore,Insessorial,-34.09,-11.93,-26.33,19.22,1120628.47
9532,Cinnyris_gertrudis,Nectariniidae,Passeriformes,AVIBASE-82E7EDC0,2,1,1,0,2,20.4,15.2,3.0,2.9,15.4,60.0,11.5,48.5,19.2,38.5,9.5,DataFromSplit,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,-17.60,-3.32,-11.75,27.09,711956.82
9561,Cinnyris_habessinicus,Nectariniidae,Passeriformes,AVIBASE-688582BF,5,2,3,0,4,22.0,15.5,3.4,3.0,16.1,63.1,10.4,51.8,16.3,47.8,9.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-0.38,23.20,8.82,40.69,1107754.72
9562,Cinnyris_hellmayri,Nectariniidae,Passeriformes,AVIBASE-36D2C0CD,0,0,0,0,0,22.0,15.5,3.4,3.0,16.1,63.1,10.4,51.8,16.3,47.8,9.5,DataFromSplit,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Cinnyris_habessinicus,Shrubland,2,1,Herbivore,Omnivore,Insessorial,12.59,25.54,17.25,45.36,496062.53
9580,Cinnyris_humbloti,Nectariniidae,Passeriformes,AVIBASE-308AEC0F,5,2,3,0,4,19.6,14.4,3.5,3.3,15.2,50.2,8.6,40.5,17.3,33.4,6.4,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-12.39,-11.36,-11.77,43.41,1240.87
9576,Cinnyris_idenburgi,Nectariniidae,Passeriformes,AVIBASE-B9D5E209,0,0,0,0,0,20.7,14.9,3.3,2.5,14.5,53.4,8.8,40.5,17.7,35.2,9.0,DataFromSplit,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Cinnyris_jugularis,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-7.36,-1.21,-3.99,142.25,139090.10
9564,Cinnyris_johannae,Nectariniidae,Passeriformes,AVIBASE-3D3EF8AC,4,2,2,0,4,35.5,27.1,3.8,3.8,16.7,65.2,10.9,54.3,16.7,39.8,13.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-7.11,9.60,1.52,14.10,1631281.91
9575,Cinnyris_jugularis,Nectariniidae,Passeriformes,AVIBASE-14D999C2,338,134,200,4,4,20.7,14.9,3.3,2.5,14.5,53.4,8.8,40.5,17.7,35.2,9.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-24.85,25.24,7.40,112.54,5063701.81
9587,Cinnyris_lotenius,Nectariniidae,Passeriformes,AVIBASE-2088177F,11,2,9,0,10,29.5,23.3,4.0,3.6,15.2,57.0,8.8,48.1,15.4,38.5,8.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,6.10,21.42,12.60,77.73,292016.32
9547,Cinnyris_loveridgei,Nectariniidae,Passeriformes,AVIBASE-85666B49,5,2,3,0,4,25.1,19.0,3.4,3.2,17.8,56.7,8.0,48.4,14.1,39.8,9.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,-7.24,-6.83,-7.06,37.66,259.47
9539,Cinnyris_ludovicensis,Nectariniidae,Passeriformes,AVIBASE-35BD0745,5,2,3,0,4,20.5,14.0,3.1,3.3,16.9,61.2,9.6,51.4,15.7,47.8,8.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,-15.90,-6.36,-12.19,19.08,85632.04
9533,Cinnyris_manoensis,Nectariniidae,Passeriformes,AVIBASE-4E7287C8,5,2,3,0,4,21.9,16.4,3.2,2.8,17.1,58.6,9.8,48.2,17.0,44.6,9.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,-21.72,-9.45,-17.20,31.68,454948.66
9550,Cinnyris_mariquensis,Nectariniidae,Passeriformes,AVIBASE-5AC9F737,9,4,5,0,4,22.6,16.7,3.4,3.4,16.4,64.6,12.2,51.6,19.0,49.3,11.5,Dunning,NA,NO,NA,NA,Woodland,3,1,Omnivore,Nectarivore,Insessorial,-28.81,17.01,-15.86,26.22,2606050.21
9543,Cinnyris_mediocris,Nectariniidae,Passeriformes,AVIBASE-EF6101F4,9,4,5,0,4,19.3,13.7,3.2,2.8,15.4,53.1,8.1,44.9,15.1,38.7,8.2,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-3.93,2.88,-0.38,36.38,195956.74
9549,Cinnyris_melanogastrus,Nectariniidae,Passeriformes,AVIBASE-375BAF53,2,1,1,0,0,18.1,12.2,3.2,2.6,15.6,56.0,11.0,44.0,20.0,61.0,7.0,DataFromSplit,NA,YES,Beak_Nares,Cinnyris_pulchellus,Woodland,3,1,Herbivore,Nectarivore,Insessorial,-8.67,0.10,-4.09,36.46,223148.81
9531,Cinnyris_minullus,Nectariniidae,Passeriformes,AVIBASE-6F3E5C98,7,3,4,0,4,17.3,12.9,2.6,2.4,13.0,46.0,6.6,39.0,14.4,30.0,5.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,-6.10,9.20,1.87,10.60,1198202.19
9584,Cinnyris_moebii,Nectariniidae,Passeriformes,AVIBASE-BFE7E27F,0,0,0,0,0,31.1,23.2,4.1,3.9,17.0,64.2,10.4,54.1,16.1,48.2,14.6,DataFromSplit,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Cinnyris_notatus,Forest,1,1,Omnivore,Omnivore,Insessorial,-11.94,-11.36,-11.66,43.34,1031.48
9546,Cinnyris_moreaui,Nectariniidae,Passeriformes,AVIBASE-B929416B,5,2,3,0,4,22.2,15.9,3.2,2.9,16.0,52.8,6.8,45.6,13.0,36.2,8.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.74,-5.06,-7.00,36.56,29656.26
9554,Cinnyris_nectarinioides,Nectariniidae,Passeriformes,AVIBASE-7C822074,6,2,4,0,4,17.6,12.3,2.9,2.8,14.8,52.5,7.1,44.3,13.8,51.1,4.8,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Nectarivore,Insessorial,-4.95,6.00,0.79,39.44,496613.10
9535,Cinnyris_neergaardi,Nectariniidae,Passeriformes,AVIBASE-942E8A93,6,2,2,2,5,15.9,12.0,3.2,2.6,15.7,50.8,6.4,43.2,13.0,35.3,6.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-28.46,-20.47,-23.73,33.83,138996.95
9586,Cinnyris_notatus,Nectariniidae,Passeriformes,AVIBASE-8EDC0A7A,5,2,3,0,4,31.1,23.2,4.1,3.9,17.0,64.2,10.4,54.1,16.1,48.2,14.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-25.61,-11.95,-19.38,46.70,590045.88
9560,Cinnyris_osea,Nectariniidae,Passeriformes,AVIBASE-783E492C,5,2,3,0,4,19.0,13.6,2.9,2.7,14.5,51.9,6.4,45.0,12.5,37.4,7.2,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Nectarivore,Insessorial,3.02,33.85,17.12,36.93,568902.39
9567,Cinnyris_oustaleti,Nectariniidae,Passeriformes,AVIBASE-F2C131F9,5,2,3,0,4,19.8,13.9,3.0,3.1,15.1,52.8,8.2,44.8,15.4,39.2,8.1,Inferred,NA,YES,Body_Mass,Cinnyris_talatala,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-15.79,-4.51,-11.45,22.28,219261.25
9558,Cinnyris_pembae,Nectariniidae,Passeriformes,AVIBASE-8427E71F,5,2,3,0,4,17.7,12.2,3.1,2.7,15.2,51.4,7.4,43.4,14.5,35.2,8.2,Inferred,NA,YES,Body_Mass,Cinnyris_chalcomelas,Forest,2,1,Omnivore,Omnivore,Insessorial,-5.48,-4.86,-5.17,39.76,970.42
9538,Cinnyris_prigoginei,Nectariniidae,Passeriformes,AVIBASE-5D8A4ACA,1,0,1,0,1,20.8,15.0,3.4,3.3,17.1,58.0,7.0,51.0,12.1,49.5,11.1,DataFromSplit,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-7.76,-7.35,-7.55,30.09,1046.69
9548,Cinnyris_pulchellus,Nectariniidae,Passeriformes,AVIBASE-718A3B70,11,5,6,0,4,17.5,12.2,3.1,2.8,14.8,56.5,10.5,46.0,18.5,65.4,7.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Nectarivore,Insessorial,-1.16,18.74,11.80,11.50,5431378.76
9541,Cinnyris_regius,Nectariniidae,Passeriformes,AVIBASE-F995313F,5,2,3,0,4,18.8,13.4,2.9,2.5,15.6,52.7,8.4,44.2,15.9,44.8,6.6,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,-6.50,0.90,-2.14,29.49,76601.79
9540,Cinnyris_reichenowi,Nectariniidae,Passeriformes,AVIBASE-A6083057,14,4,10,0,10,21.5,14.0,3.5,2.9,16.6,61.3,10.7,50.6,17.3,42.9,6.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-4.34,8.34,2.71,23.78,243088.55
9542,Cinnyris_rockefelleri,Nectariniidae,Passeriformes,AVIBASE-D88A2E02,1,0,1,0,0,19.3,13.7,2.3,2.8,16.2,58.0,7.4,50.6,12.8,44.0,5.3,Dunning,NA,YES,Beak_Culmen;_Beak_Nares,Cinnyris_mediocris,Forest,2,1,Omnivore,Omnivore,Insessorial,-4.11,-1.38,-2.93,28.79,7907.78
9566,Cinnyris_rufipennis,Nectariniidae,Passeriformes,AVIBASE-E3B9A841,4,2,2,0,1,20.5,14.9,3.2,3.5,17.4,54.2,8.8,45.4,16.3,35.0,8.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,-8.65,-7.56,-8.04,36.22,4406.47
9551,Cinnyris_shelleyi,Nectariniidae,Passeriformes,AVIBASE-68352820,9,4,5,0,8,20.5,14.4,3.0,3.0,14.9,58.9,10.2,48.2,17.4,42.3,9.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-18.51,-7.05,-13.26,30.19,416193.99
9578,Cinnyris_solaris,Nectariniidae,Passeriformes,AVIBASE-AB27B1A6,5,2,3,0,4,20.3,15.0,3.4,3.3,14.3,51.2,7.9,43.1,15.4,37.0,9.0,Inferred,NA,YES,Body_Mass,Cinnyris_jugularis,Forest,2,1,Omnivore,Nectarivore,Insessorial,-10.94,-7.56,-8.88,122.57,66937.60
9579,Cinnyris_sovimanga,Nectariniidae,Passeriformes,AVIBASE-D7C2EAB8,7,3,4,0,6,20.7,15.7,3.4,3.2,15.1,51.4,7.2,43.9,14.1,36.7,7.2,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,-25.61,-9.34,-19.38,46.70,591013.44
9537,Cinnyris_stuhlmanni,Nectariniidae,Passeriformes,AVIBASE-E0C82A32,5,1,4,0,4,26.5,19.4,3.3,3.0,17.8,63.6,8.7,54.6,13.7,55.0,8.8,Updated_literature,BoW,NO,NA,NA,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-4.01,0.68,-2.24,29.12,12102.10
9565,Cinnyris_superbus,Nectariniidae,Passeriformes,AVIBASE-7C8BC7CF,7,2,5,0,4,35.1,26.9,4.2,3.6,19.7,72.4,14.2,58.4,19.5,45.6,16.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-14.88,9.62,-0.98,16.62,2854180.16
9568,Cinnyris_talatala,Nectariniidae,Passeriformes,AVIBASE-8D3818DB,5,2,3,0,4,22.9,17.0,3.3,2.6,16.3,54.1,8.4,45.2,15.8,38.6,8.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Nectarivore,Insessorial,-31.38,-9.74,-18.57,28.88,2820942.59
9556,Cinnyris_tsavoensis,Nectariniidae,Passeriformes,AVIBASE-17DE4B1F,5,2,3,0,4,17.0,12.1,2.9,2.7,14.2,52.2,6.5,45.2,12.4,41.8,6.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-5.01,0.21,-2.11,38.83,114686.09
9571,Cinnyris_ursulae,Nectariniidae,Passeriformes,AVIBASE-6781CD7F,5,2,3,0,4,19.2,13.4,3.2,2.6,14.1,46.8,7.1,39.4,15.3,26.6,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,3.30,6.45,5.49,9.98,27769.05
9544,Cinnyris_usambaricus,Nectariniidae,Passeriformes,AVIBASE-CBA39A29,6,2,4,0,6,21.5,15.9,3.1,2.8,17.4,51.8,8.4,43.4,16.3,35.8,8.2,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-5.20,-2.61,-3.93,38.12,27747.51
9569,Cinnyris_venustus,Nectariniidae,Passeriformes,AVIBASE-8E9E45B5,33,15,16,2,23,18.1,12.9,3.2,2.8,15.0,50.2,6.9,43.3,13.8,33.5,6.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Nectarivore,Insessorial,-22.17,17.82,-1.21,28.13,5595541.69
9585,Cinnyris_voeltzkowi,Nectariniidae,Passeriformes,AVIBASE-ED0E14EA,0,0,0,0,0,31.1,23.2,4.1,3.9,17.0,64.2,10.4,54.1,16.1,48.2,14.6,DataFromSplit,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Cinnyris_notatus,Forest,1,1,Omnivore,Omnivore,Insessorial,-12.41,-12.24,-12.32,43.73,213.59
9506,Cyanomitra_alinae,Nectariniidae,Passeriformes,AVIBASE-AE0035FF,5,2,3,0,4,29.1,21.9,3.7,3.4,15.6,63.0,9.6,53.4,15.2,42.2,12.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,-8.29,2.81,-2.14,29.47,114321.46
9503,Cyanomitra_bannermani,Nectariniidae,Passeriformes,AVIBASE-ED6CD9D5,4,0,4,0,4,23.1,16.2,3.7,3.5,18.0,68.8,12.8,56.0,18.6,50.0,14.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,-12.82,-7.31,-10.13,22.68,454416.96
9504,Cyanomitra_cyanolaema,Nectariniidae,Passeriformes,AVIBASE-36A24C79,13,3,9,1,11,24.0,17.6,4.2,3.7,16.9,67.2,10.7,56.7,15.9,51.6,16.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-10.44,9.01,-0.81,17.14,3142385.64
9507,Cyanomitra_olivacea,Nectariniidae,Passeriformes,AVIBASE-EE79A5EF,373,114,142,117,68,23.4,18.0,4.0,3.2,16.1,58.2,10.1,48.0,17.3,45.6,9.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-33.47,14.19,-3.22,22.12,5394958.82
9505,Cyanomitra_oritis,Nectariniidae,Passeriformes,AVIBASE-B76E3DA1,11,2,9,0,10,28.7,21.4,3.6,3.4,18.5,59.8,8.9,50.5,15.0,40.1,11.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,3.21,7.78,6.15,10.52,65561.74
9508,Cyanomitra_verreauxii,Nectariniidae,Passeriformes,AVIBASE-C1CBA33A,5,2,3,0,4,24.9,19.0,3.5,3.2,16.4,59.5,9.7,49.7,16.3,48.6,11.5,Dunning,NA,NO,NA,NA,Forest,2,2,Omnivore,Omnivore,Insessorial,-34.05,2.25,-19.36,34.79,155165.64
9502,Cyanomitra_verticalis,Nectariniidae,Passeriformes,AVIBASE-6DE16262,9,4,5,0,4,24.7,18.0,3.4,3.3,17.1,61.9,10.3,51.3,16.6,42.1,14.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial,-14.22,14.12,1.66,16.11,5373209.67
9477,Deleornis_axillaris,Nectariniidae,Passeriformes,AVIBASE-D34970F5,4,2,2,0,4,17.5,11.9,3.1,3.3,15.7,65.5,10.1,55.4,15.4,46.5,11.3,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.79,4.15,-0.60,24.74,1451989.39
9476,Deleornis_fraseri,Nectariniidae,Passeriformes,AVIBASE-D508B219,21,5,12,4,9,19.4,13.5,3.7,3.8,16.7,67.3,11.6,58.9,16.4,46.9,11.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.79,9.85,2.90,6.49,1859228.62
9529,Drepanorhynchus_reichenowi,Nectariniidae,Passeriformes,AVIBASE-D33D2F6D,5,2,3,0,4,28.8,21.4,3.7,3.5,16.5,75.6,12.2,62.0,16.3,101.9,14.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Herbivore,Nectarivore,Insessorial,-5.34,2.97,-0.69,34.78,217754.73
9500,Dreptes_thomensis,Nectariniidae,Passeriformes,AVIBASE-1DEA5DEA,4,2,2,0,4,37.9,30.3,4.3,4.3,26.8,86.5,17.8,68.8,20.6,83.2,26.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,0.10,0.34,0.22,6.56,333.92
9493,Hedydipna_collaris,Nectariniidae,Passeriformes,AVIBASE-1611F295,34,15,19,0,17,15.3,10.4,3.2,3.1,15.4,51.1,7.0,44.1,13.8,35.4,7.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,-34.21,14.87,-4.74,23.59,9197435.70
9495,Hedydipna_metallica,Nectariniidae,Passeriformes,AVIBASE-8333D907,5,2,3,0,4,13.2,8.4,3.1,2.6,14.3,54.2,9.2,45.0,17.0,42.0,7.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Insessorial,8.71,30.56,15.80,37.76,1209467.95
9496,Hedydipna_pallidigaster,Nectariniidae,Passeriformes,AVIBASE-0B4F3AA2,5,2,1,2,5,13.0,9.6,3.3,3.1,15.0,49.6,7.7,41.9,15.5,32.0,6.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-7.95,-3.35,-6.39,37.44,864.21
9494,Hedydipna_platura,Nectariniidae,Passeriformes,AVIBASE-B0E7740F,5,2,3,0,4,12.0,7.2,2.9,2.5,13.3,55.2,11.7,43.3,21.2,75.4,6.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial,2.67,21.30,12.14,8.96,4094486.35
9474,Kurochkinegramma_hypogrammica,Nectariniidae,Passeriformes,AVIBASE-7700E7E6,12,3,3,6,4,21.5,15.9,3.7,3.5,16.4,66.2,9.1,57.4,13.7,47.2,11.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-5.95,26.42,7.01,105.83,2037212.16
9521,Leptocoma_aspasia,Nectariniidae,Passeriformes,AVIBASE-16EBA05A,78,45,32,1,5,20.2,15.3,3.1,2.4,14.0,55.3,9.5,44.1,17.6,35.1,8.0,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-11.66,4.55,-4.70,137.76,916101.70
9518,Leptocoma_brasiliana,Nectariniidae,Passeriformes,AVIBASE-F1495113,4,2,2,0,4,15.5,11.1,2.7,2.2,11.8,47.0,7.7,39.4,16.3,31.0,6.4,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-7.82,27.07,8.34,102.10,1620103.52
9522,Leptocoma_calcostetha,Nectariniidae,Passeriformes,AVIBASE-ECF86816,5,2,3,0,4,18.6,15.7,3.4,3.0,13.4,56.6,9.0,47.0,16.0,43.6,8.3,Updated_literature,Dunning_(2021),NO,NA,NA,Woodland,2,1,Herbivore,Nectarivore,Insessorial,-8.78,14.08,-0.12,107.64,568344.61
9520,Leptocoma_juliae,Nectariniidae,Passeriformes,AVIBASE-A9A975C7,0,0,0,0,0,15.3,12.4,3.1,2.7,12.3,48.4,10.3,37.5,21.4,26.6,6.4,DataFromSplit,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Leptocoma_sperata,Forest,1,1,Omnivore,Omnivore,Insessorial,4.64,8.73,7.25,124.08,60589.84
9517,Leptocoma_minima,Nectariniidae,Passeriformes,AVIBASE-B5F1B635,5,2,3,0,4,15.1,10.3,2.6,2.2,13.0,44.3,6.2,39.2,13.6,28.6,4.9,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,8.29,19.30,13.10,75.62,57005.42
9519,Leptocoma_sperata,Nectariniidae,Passeriformes,AVIBASE-10D43C0F,5,2,3,0,4,15.3,12.4,3.1,2.7,12.3,48.4,10.3,37.5,21.4,26.6,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,2.12,19.57,12.92,122.57,229948.47
9516,Leptocoma_zeylonica,Nectariniidae,Passeriformes,AVIBASE-9A13D986,5,2,3,0,4,17.0,12.2,3.1,2.9,15.1,52.3,7.2,44.7,13.9,32.6,8.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,5.92,25.45,18.57,80.99,1817376.93
9523,Nectarinia_bocagii,Nectariniidae,Passeriformes,AVIBASE-F500EA53,4,2,2,0,4,24.7,18.3,3.5,3.0,16.4,69.0,11.7,57.3,16.9,76.5,14.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Nectarivore,Insessorial,-14.15,-5.14,-11.14,16.90,114260.42
9527,Nectarinia_famosa,Nectariniidae,Passeriformes,AVIBASE-26F27894,8,4,4,0,4,31.1,25.8,3.9,3.2,15.7,68.8,14.3,54.4,20.7,82.2,14.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-34.84,13.70,-19.40,29.07,1109036.73
9528,Nectarinia_johnstoni,Nectariniidae,Passeriformes,AVIBASE-D91BCC1B,9,4,5,0,4,32.3,24.1,4.0,3.0,17.8,76.9,14.3,61.8,18.8,113.0,15.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Nectarivore,Insessorial,-11.12,0.81,-3.02,33.72,21310.45
9526,Nectarinia_kilimensis,Nectariniidae,Passeriformes,AVIBASE-D4F9B273,9,4,5,0,4,26.8,19.8,3.9,3.4,17.7,70.8,12.6,57.5,17.8,87.1,15.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Nectarivore,Insessorial,-20.45,2.39,-4.70,30.90,511131.66
9524,Nectarinia_purpureiventris,Nectariniidae,Passeriformes,AVIBASE-0F533AC6,4,2,2,0,4,20.6,15.1,3.5,2.7,15.9,61.8,12.6,49.1,20.3,95.2,11.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Nectarivore,Insessorial,-4.52,0.40,-2.19,29.28,70154.05
9525,Nectarinia_tacazze,Nectariniidae,Passeriformes,AVIBASE-FAFA576B,9,4,5,0,4,30.1,23.0,3.9,3.3,18.1,76.1,12.1,63.7,16.0,84.9,14.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-4.40,15.83,7.70,37.74,285225.05
6244,Daphoenositta_chrysoptera,Neosittidae,Passeriformes,AVIBASE-99536A00,18,9,9,0,4,14.6,9.7,2.8,3.5,16.1,79.2,23.4,54.0,30.2,37.4,11.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-39.24,-10.51,-26.34,136.34,4739552.35
6245,Daphoenositta_miranda,Neosittidae,Passeriformes,AVIBASE-BCE0793B,5,0,5,0,4,11.7,6.8,2.7,3.4,17.5,81.9,22.9,58.5,28.2,40.6,16.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.41,-3.19,-5.36,141.74,39938.14
6243,Daphoenositta_papuensis,Neosittidae,Passeriformes,AVIBASE-0E0DAE4C,4,0,4,0,4,13.5,9.2,3.0,3.5,15.9,78.6,22.6,56.1,28.6,37.5,11.7,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-10.26,-0.52,-5.21,141.66,155981.00
10692,Nesospingus_speculiferus,Nesospingidae,Passeriformes,AVIBASE-055C562F,2,0,2,0,2,21.4,13.0,6.6,8.0,23.0,84.5,16.0,68.4,19.0,62.0,35.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,17.93,18.52,18.23,-66.48,8774.42
7351,Nicator_chloris,Nicatoridae,Passeriformes,AVIBASE-6413CE1A,15,3,5,7,5,21.5,11.6,4.2,6.4,28.6,100.0,13.3,89.7,12.8,98.2,46.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.27,13.93,0.97,14.50,3969589.79
