FID	partition	Ecoregion	Kilometers
2885	87_015_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.38
2886	87_015_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.09
2887	87_015_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.19
2888	87_015_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.25
2889	87_015_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.60
2890	87_022_5	Eastern_Great_Lakes_Lowlands	7.79
2891	87_022_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.01
2892	87_022_3	Eastern_Great_Lakes_Lowlands	8.50
2893	87_022_2	Eastern_Great_Lakes_Lowlands	8.10
2894	87_022_1	Eastern_Great_Lakes_Lowlands	7.58
2895	88_004_5	Ridge_and_Valley	7.59
2896	88_004_4	Ridge_and_Valley	7.68
2897	88_004_3	Ridge_and_Valley	7.82
2898	88_004_2	Ridge_and_Valley	7.49
2899	88_004_1	Ridge_and_Valley	7.68
2900	88_005_1	Ridge_and_Valley	8.36
2901	88_005_2	Ridge_and_Valley	8.06
2902	88_005_3	Ridge_and_Valley	8.13
2903	88_005_4	Ridge_and_Valley	8.35
2904	88_005_5	Ridge_and_Valley	8.02
2905	88_007_1	Ridge_and_Valley	8.31
2906	88_007_2	Ridge_and_Valley	7.91
2907	88_007_3	Ridge_and_Valley	7.78
2908	88_007_4	Ridge_and_Valley	8.11
2909	88_007_5	Ridge_and_Valley	8.18
2910	88_014_1	Central_Appalachians	7.83
2911	88_014_2	Central_Appalachians	7.98
2912	88_014_3	Central_Appalachians	7.95
2913	88_014_4	Central_Appalachians	7.69
2914	88_014_5	Central_Appalachians	7.73
2915	88_015_5	Ridge_and_Valley	7.66
2916	88_015_4	Ridge_and_Valley	7.45
2917	88_015_3	Ridge_and_Valley	7.40
2918	88_015_2	Ridge_and_Valley	7.70
2919	88_015_1	Ridge_and_Valley	7.88
2920	88_023_1	Northern_Piedmont	7.86
2921	88_023_2	Northern_Piedmont	7.73
2922	88_023_3	Piedmont	7.84
2923	88_023_4	Piedmont	8.27
2924	88_023_5	Blue_Ridge	8.43
2925	88_028_1	Piedmont	8.12
2926	88_028_2	Piedmont	7.95
2927	88_028_3	Piedmont	7.84
2928	88_028_4	Piedmont	7.93
2929	88_028_5	Piedmont	8.15
2930	88_029_1	Middle_Atlantic_Coastal_Plain	7.92
2931	88_029_2	Middle_Atlantic_Coastal_Plain	8.19
2932	88_029_3	Middle_Atlantic_Coastal_Plain	8.00
2933	88_029_4	Middle_Atlantic_Coastal_Plain	8.34
2934	88_029_5	Middle_Atlantic_Coastal_Plain	7.66
2935	88_030_5	Southeastern_Plains	7.43
2936	88_030_4	Southeastern_Plains	7.80
2937	88_030_3	Southeastern_Plains	8.19
2938	88_030_2	Southeastern_Plains	7.78
2939	88_030_1	Southeastern_Plains	8.05
2940	88_042_5	Piedmont	7.93
2941	88_042_4	Piedmont	8.29
2942	88_042_3	Piedmont	7.83
2943	88_042_2	Piedmont	8.19
2944	88_042_1	Piedmont	8.24
2945	88_910_1	Southeastern_Plains	8.47
2946	88_910_2	Southeastern_Plains	8.13
2947	88_910_3	Southeastern_Plains	8.30
2948	88_910_4	Southeastern_Plains	8.52
2949	88_910_5	Southeastern_Plains	8.28
2950	89_001_1	Coast_Range	7.63
2951	89_001_2	Coast_Range	8.52
2952	89_001_3	Coast_Range	7.88
2953	89_001_4	Coast_Range	7.66
2954	89_001_5	Coast_Range	8.05
2955	89_004_1	North_Cascades	7.29
2956	89_004_2	North_Cascades	7.55
2957	89_004_3	North_Cascades	7.93
2958	89_004_4	North_Cascades	8.01
2959	89_004_5	North_Cascades	6.75
2960	89_005_1	Columbia_Plateau	7.49
2961	89_005_2	Columbia_Plateau	8.57
2962	89_005_3	Columbia_Plateau	8.83
2963	89_005_4	Columbia_Plateau	9.05
2964	89_005_5	Columbia_Plateau	7.96
2965	89_009_1	Coast_Range	7.98
2966	89_009_2	Coast_Range	8.67
2967	89_009_3	Coast_Range	8.13
2968	89_009_4	Coast_Range	8.18
2969	89_009_5	Coast_Range	6.67
2970	89_019_1	Cascades	7.82
2971	89_019_2	Eastern_Cascades_Slopes_and_Foothills	8.02
2972	89_019_3	Eastern_Cascades_Slopes_and_Foothills	7.74
2973	89_019_4	Eastern_Cascades_Slopes_and_Foothills	7.51
2974	89_019_5	Eastern_Cascades_Slopes_and_Foothills	8.45
2975	89_027_1	North_Cascades	8.06
2976	89_027_2	North_Cascades	8.57
2977	89_027_3	North_Cascades	7.82
2978	89_027_4	North_Cascades	8.08
2979	89_027_5	North_Cascades	6.88
2980	89_029_1	Columbia_Plateau	8.43
2981	89_029_2	North_Cascades	8.41
2982	89_029_3	North_Cascades	8.16
2983	89_029_4	North_Cascades	7.96
2984	89_029_5	North_Cascades	6.40
2985	89_036_1	North_Cascades	7.56
2986	89_036_2	North_Cascades	8.45
2987	89_036_3	North_Cascades	7.77
2988	89_036_4	North_Cascades	7.62
2989	89_036_5	North_Cascades	7.79
2990	89_043_1	Cascades	9.28
2991	89_043_2	Cascades	8.70
2992	89_043_3	Cascades	7.86
2993	89_043_4	Cascades	8.72
2994	89_043_5	Cascades	8.08
2995	89_044_1	Columbia_Plateau	8.12
2996	89_044_2	Columbia_Plateau	7.45
2997	89_044_3	Columbia_Plateau	7.55
2998	89_044_4	Columbia_Plateau	8.20
2999	89_044_5	Columbia_Plateau	7.94
3000	89_061_1	Cascades	7.24
3001	89_061_2	Cascades	8.23
3002	89_061_3	Cascades	7.66
3003	89_061_4	Cascades	7.79
3004	89_061_5	Cascades	7.51
3005	89_078_1	Coast_Range	7.70
3006	89_078_2	Coast_Range	8.02
3007	89_078_3	Coast_Range	8.01
3008	89_078_4	Coast_Range	8.02
3009	89_078_5	Coast_Range	9.58
3010	89_079_1	Cascades	7.15
3011	89_079_2	Strait_of_Georgia/Puget_Lowland	7.56
3012	89_079_3	Strait_of_Georgia/Puget_Lowland	7.48
3013	89_079_4	Strait_of_Georgia/Puget_Lowland	6.98
3014	89_079_5	Strait_of_Georgia/Puget_Lowland	7.72
3015	89_903_1	North_Cascades	7.28
3016	89_903_2	North_Cascades	8.60
3017	89_903_3	North_Cascades	7.21
3018	89_903_4	North_Cascades	7.24
3019	89_903_5	North_Cascades	8.98
3020	89_906_1	Columbia_Plateau	7.74
3021	89_906_2	Columbia_Plateau	7.99
3022	89_906_3	Columbia_Plateau	7.69
3023	89_906_4	Columbia_Plateau	7.64
3024	89_906_5	Columbia_Plateau	8.04
3025	89_909_1	Eastern_Cascades_Slopes_and_Foothills	7.51
3026	89_909_2	Eastern_Cascades_Slopes_and_Foothills	7.13
3027	89_909_3	Eastern_Cascades_Slopes_and_Foothills	7.61
3028	89_909_4	Cascades	7.72
3029	89_909_5	Cascades	7.96
3030	90_003_1	Central_Appalachians	8.11
3031	90_003_2	Ridge_and_Valley	7.45
3032	90_003_3	Ridge_and_Valley	7.97
3033	90_003_4	Ridge_and_Valley	7.72
3034	90_003_5	Ridge_and_Valley	7.31
3035	90_014_1	Western_Allegheny_Plateau	8.16
3036	90_014_2	Western_Allegheny_Plateau	8.07
3037	90_014_3	Western_Allegheny_Plateau	7.20
3038	90_014_4	Western_Allegheny_Plateau	7.26
3039	90_014_5	Western_Allegheny_Plateau	7.48
3040	90_016_1	Western_Allegheny_Plateau	8.35
3041	90_016_2	Western_Allegheny_Plateau	8.70
3042	90_016_3	Western_Allegheny_Plateau	8.74
3043	90_016_4	Western_Allegheny_Plateau	8.22
3044	90_016_5	Western_Allegheny_Plateau	8.46
3045	90_019_1	Western_Allegheny_Plateau	7.05
3046	90_019_2	Western_Allegheny_Plateau	7.27
3047	90_019_3	Western_Allegheny_Plateau	7.23
3048	90_019_4	Western_Allegheny_Plateau	7.88
3049	90_019_5	Western_Allegheny_Plateau	8.27
3050	90_026_1	Western_Allegheny_Plateau	7.60
3051	90_026_2	Western_Allegheny_Plateau	7.83
3052	90_026_3	Western_Allegheny_Plateau	7.48
3053	90_026_4	Western_Allegheny_Plateau	7.89
3054	90_026_5	Western_Allegheny_Plateau	7.54
3055	90_027_1	Central_Appalachians	8.01
3056	90_027_2	Central_Appalachians	7.65
3057	90_027_3	Central_Appalachians	7.58
3058	90_027_4	Ridge_and_Valley	7.96
3059	90_027_5	Ridge_and_Valley	7.85
3060	90_030_1	Ridge_and_Valley	8.21
3061	90_030_2	Ridge_and_Valley	8.09
3062	90_030_3	Ridge_and_Valley	7.87
3063	90_030_4	Ridge_and_Valley	7.63
3064	90_030_5	Ridge_and_Valley	7.74
3065	90_037_1	Western_Allegheny_Plateau	7.56
3066	90_037_2	Western_Allegheny_Plateau	6.90
3067	90_037_3	Western_Allegheny_Plateau	6.96
3068	90_037_4	Western_Allegheny_Plateau	7.39
3069	90_037_5	Western_Allegheny_Plateau	7.17
3070	90_048_1	Ridge_and_Valley	8.39
3071	90_048_2	Ridge_and_Valley	8.68
3072	90_048_3	Ridge_and_Valley	8.09
3073	90_048_4	Ridge_and_Valley	7.94
3074	90_048_5	Ridge_and_Valley	8.50
3075	90_140_1	Western_Allegheny_Plateau	7.89
3076	90_140_2	Western_Allegheny_Plateau	8.47
3077	90_140_3	Western_Allegheny_Plateau	8.63
3078	90_140_4	Western_Allegheny_Plateau	8.28
3079	90_140_5	Western_Allegheny_Plateau	8.06
3080	91_001_1	Northern_Lakes_and_Forests	7.83
3081	91_001_2	Northern_Lakes_and_Forests	7.67
3082	91_001_3	Northern_Lakes_and_Forests	7.86
3083	91_001_4	Northern_Lakes_and_Forests	8.06
3084	91_001_5	Northern_Lakes_and_Forests	6.73
3085	91_002_1	Northern_Lakes_and_Forests	7.89
3086	91_002_2	Northern_Lakes_and_Forests	7.46
3087	91_002_3	Northern_Lakes_and_Forests	7.99
3088	91_002_4	Northern_Lakes_and_Forests	8.39
3089	91_002_5	Northern_Lakes_and_Forests	6.93
3090	91_004_1	Northern_Lakes_and_Forests	7.92
3091	91_004_2	Northern_Lakes_and_Forests	8.56
3092	91_004_3	Northern_Lakes_and_Forests	7.65
3093	91_004_4	Northern_Lakes_and_Forests	7.51
3094	91_004_5	Northern_Lakes_and_Forests	7.58
3095	91_005_1	Northern_Lakes_and_Forests	8.00
3096	91_005_2	Northern_Lakes_and_Forests	6.41
3097	91_005_3	Northern_Lakes_and_Forests	7.57
3098	91_005_4	Northern_Lakes_and_Forests	8.18
3099	91_005_5	Northern_Lakes_and_Forests	8.06
3100	91_006_1	Northern_Lakes_and_Forests	8.59
3101	91_006_2	Northern_Lakes_and_Forests	7.47
3102	91_006_3	Northern_Lakes_and_Forests	8.38
3103	91_006_4	Northern_Lakes_and_Forests	9.70
3104	91_006_5	Northern_Lakes_and_Forests	8.07
3105	91_009_1	North_Central_Hardwood_Forests	7.49
3106	91_009_2	Western_Corn_Belt_Plains	7.64
3107	91_009_3	Western_Corn_Belt_Plains	7.45
3108	91_009_4	Western_Corn_Belt_Plains	7.92
3109	91_009_5	Western_Corn_Belt_Plains	7.69
3110	91_014_1	Northern_Lakes_and_Forests	7.96
3111	91_014_2	North_Central_Hardwood_Forests	8.52
3112	91_014_3	North_Central_Hardwood_Forests	8.92
3113	91_014_4	North_Central_Hardwood_Forests	8.11
3114	91_014_5	North_Central_Hardwood_Forests	8.08
3115	91_015_1	Northern_Lakes_and_Forests	7.63
3116	91_015_2	Northern_Lakes_and_Forests	7.40
3117	91_015_3	Northern_Lakes_and_Forests	7.88
3118	91_015_4	Northern_Lakes_and_Forests	8.04
3119	91_015_5	Northern_Lakes_and_Forests	7.76
3120	91_016_1	Northern_Lakes_and_Forests	7.57
3121	91_016_2	Northern_Lakes_and_Forests	8.39
3122	91_016_3	Northern_Lakes_and_Forests	7.60
3123	91_016_4	Northern_Lakes_and_Forests	7.66
3124	91_016_5	Northern_Lakes_and_Forests	7.83
3125	91_017_5	Northern_Lakes_and_Forests	7.05
3126	91_017_4	Northern_Lakes_and_Forests	7.61
3127	91_017_3	Northern_Lakes_and_Forests	7.58
3128	91_017_2	Northern_Lakes_and_Forests	8.09
3129	91_017_1	Northern_Lakes_and_Forests	7.83
3130	91_019_1	Northern_Lakes_and_Forests	7.17
3131	91_019_2	Northern_Lakes_and_Forests	7.73
3132	91_019_3	Northern_Lakes_and_Forests	7.73
3133	91_019_4	Northern_Lakes_and_Forests	7.84
3134	91_019_5	Northern_Lakes_and_Forests	8.29
3135	91_020_1	Northern_Lakes_and_Forests	7.28
3136	91_020_2	Northern_Lakes_and_Forests	8.89
3137	91_020_3	Northern_Lakes_and_Forests	7.51
3138	91_020_4	Northern_Lakes_and_Forests	7.34
3139	91_020_5	Northern_Lakes_and_Forests	7.32
3140	91_022_1	Northern_Lakes_and_Forests	8.15
3141	91_022_2	Northern_Lakes_and_Forests	7.48
3142	91_022_3	Northern_Lakes_and_Forests	7.83
3143	91_022_4	Northern_Lakes_and_Forests	7.29
3144	91_022_5	Northern_Lakes_and_Forests	6.47
3145	91_024_1	Northern_Lakes_and_Forests	7.59
3146	91_024_2	Northern_Lakes_and_Forests	8.01
3147	91_024_3	Northern_Lakes_and_Forests	8.14
3148	91_024_4	Northern_Lakes_and_Forests	7.56
3149	91_024_5	Northern_Lakes_and_Forests	7.01
3150	91_026_1	Northern_Lakes_and_Forests	7.28
3151	91_026_2	Northern_Lakes_and_Forests	8.37
3152	91_026_3	Northern_Lakes_and_Forests	7.21
3153	91_026_4	Northern_Lakes_and_Forests	8.25
3154	91_026_5	Northern_Lakes_and_Forests	8.44
3155	91_028_1	Northern_Lakes_and_Forests	7.51
3156	91_028_2	Northern_Lakes_and_Forests	8.01
3157	91_028_3	Northern_Lakes_and_Forests	7.59
3158	91_028_4	Northern_Lakes_and_Forests	7.79
3159	91_028_5	Northern_Lakes_and_Forests	8.26
3160	91_029_1	Northern_Lakes_and_Forests	8.02
3161	91_029_2	Northern_Lakes_and_Forests	8.92
3162	91_029_3	Northern_Lakes_and_Forests	6.77
3163	91_029_4	Northern_Lakes_and_Forests	7.61
3164	91_029_5	Northern_Lakes_and_Forests	7.22
3165	91_031_1	Driftless_Area	7.74
3166	91_031_2	Driftless_Area	8.03
3167	91_031_3	Driftless_Area	7.49
3168	91_031_4	Driftless_Area	8.49
3169	91_031_5	Driftless_Area	7.60
3170	91_033_1	Driftless_Area	8.27
3171	91_033_2	Driftless_Area	7.84
3172	91_033_3	Driftless_Area	7.48
3173	91_033_4	Driftless_Area	8.46
3174	91_033_5	Driftless_Area	7.76
3175	91_039_1	North_Central_Hardwood_Forests	8.14
3176	91_039_2	North_Central_Hardwood_Forests	7.70
3177	91_039_3	North_Central_Hardwood_Forests	7.70
3178	91_039_4	North_Central_Hardwood_Forests	8.15
3179	91_039_5	North_Central_Hardwood_Forests	7.99
3180	91_043_1	North_Central_Hardwood_Forests	7.82
3181	91_043_2	North_Central_Hardwood_Forests	7.82
3182	91_043_3	North_Central_Hardwood_Forests	7.74
3183	91_043_4	North_Central_Hardwood_Forests	7.50
3184	91_043_5	North_Central_Hardwood_Forests	7.50
3185	91_044_1	North_Central_Hardwood_Forests	8.60
3186	91_044_2	North_Central_Hardwood_Forests	8.30
3187	91_044_3	North_Central_Hardwood_Forests	7.31
3188	91_044_4	North_Central_Hardwood_Forests	8.15
3189	91_044_5	North_Central_Hardwood_Forests	7.90
3190	91_047_1	North_Central_Hardwood_Forests	7.66
3191	91_047_2	North_Central_Hardwood_Forests	7.73
3192	91_047_3	North_Central_Hardwood_Forests	7.60
3193	91_047_4	North_Central_Hardwood_Forests	8.30
3194	91_047_5	North_Central_Hardwood_Forests	7.64
3195	91_048_1	Southeastern_Wisconsin_Till_Plains	7.71
3196	91_048_2	Southeastern_Wisconsin_Till_Plains	8.36
3197	91_048_3	Southeastern_Wisconsin_Till_Plains	8.24
3198	91_048_4	Southeastern_Wisconsin_Till_Plains	7.90
3199	91_048_5	Southeastern_Wisconsin_Till_Plains	7.89
3200	91_049_1	Southeastern_Wisconsin_Till_Plains	8.82
3201	91_049_2	North_Central_Hardwood_Forests	7.92
3202	91_049_3	North_Central_Hardwood_Forests	7.79
3203	91_049_4	North_Central_Hardwood_Forests	8.02
3204	91_049_5	North_Central_Hardwood_Forests	7.19
3205	91_052_1	Driftless_Area	9.08
3206	91_052_2	Driftless_Area	8.22
3207	91_052_3	Driftless_Area	9.20
3208	91_052_4	Driftless_Area	8.71
3209	91_052_5	Driftless_Area	8.81
3210	91_054_1	Driftless_Area	7.48
3211	91_054_2	Driftless_Area	7.36
3212	91_054_3	Driftless_Area	7.48
3213	91_054_4	Driftless_Area	8.20
3214	91_054_5	Driftless_Area	8.01
3215	91_055_1	Driftless_Area	8.89
3216	91_055_2	Driftless_Area	8.69
3217	91_055_3	Driftless_Area	7.51
3218	91_055_4	Driftless_Area	7.47
3219	91_055_5	Driftless_Area	7.74
3220	91_057_1	North_Central_Hardwood_Forests	7.79
3221	91_057_2	North_Central_Hardwood_Forests	7.37
3222	91_057_3	North_Central_Hardwood_Forests	7.30
3223	91_057_4	North_Central_Hardwood_Forests	7.58
3224	91_057_5	North_Central_Hardwood_Forests	8.25
3225	91_063_1	Southeastern_Wisconsin_Till_Plains	8.21
3226	91_063_2	Southeastern_Wisconsin_Till_Plains	8.34
3227	91_063_3	Southeastern_Wisconsin_Till_Plains	8.13
3228	91_063_4	Southeastern_Wisconsin_Till_Plains	7.93
3229	91_063_5	Southeastern_Wisconsin_Till_Plains	7.62
3230	91_068_1	Southeastern_Wisconsin_Till_Plains	8.78
3231	91_068_2	Southeastern_Wisconsin_Till_Plains	8.50
3232	91_068_3	Southeastern_Wisconsin_Till_Plains	8.53
3233	91_068_4	Southeastern_Wisconsin_Till_Plains	8.74
3234	91_068_5	Southeastern_Wisconsin_Till_Plains	8.10
3235	91_069_1	Southeastern_Wisconsin_Till_Plains	7.38
3236	91_069_2	Southeastern_Wisconsin_Till_Plains	7.44
3237	91_069_3	Southeastern_Wisconsin_Till_Plains	7.98
3238	91_069_4	Southeastern_Wisconsin_Till_Plains	8.30
3239	91_069_5	Southeastern_Wisconsin_Till_Plains	7.69
3240	91_070_1	Central_Corn_Belt_Plains	7.98
3241	91_070_2	Central_Corn_Belt_Plains	7.95
3242	91_070_3	Central_Corn_Belt_Plains	7.77
3243	91_070_4	Central_Corn_Belt_Plains	7.99
3244	91_070_5	Central_Corn_Belt_Plains	8.14
3245	91_118_1	North_Central_Hardwood_Forests	7.71
3246	91_118_2	North_Central_Hardwood_Forests	7.71
3247	91_118_3	North_Central_Hardwood_Forests	7.71
3248	91_118_4	North_Central_Hardwood_Forests	8.65
3249	91_118_5	North_Central_Hardwood_Forests	7.70
3250	91_167_1	Driftless_Area	7.76
3251	91_167_2	Southeastern_Wisconsin_Till_Plains	8.11
3252	91_167_3	Southeastern_Wisconsin_Till_Plains	7.93
3253	91_167_4	Southeastern_Wisconsin_Till_Plains	8.87
3254	91_167_5	Southeastern_Wisconsin_Till_Plains	8.43
3255	91_301_5	Northern_Lakes_and_Forests	7.97
3256	91_301_4	Northern_Lakes_and_Forests	8.67
3257	91_301_3	Northern_Lakes_and_Forests	8.27
3258	91_301_2	Northern_Lakes_and_Forests	9.06
3259	91_301_1	Northern_Lakes_and_Forests	9.30
3260	91_314_1	Southeastern_Wisconsin_Till_Plains	8.24
3261	91_314_2	Southeastern_Wisconsin_Till_Plains	8.14
3262	91_314_3	Southeastern_Wisconsin_Till_Plains	8.52
3263	91_314_4	Southeastern_Wisconsin_Till_Plains	8.54
3264	91_314_5	Southeastern_Wisconsin_Till_Plains	7.89
3265	91_322_5	Southeastern_Wisconsin_Till_Plains	9.80
3266	91_322_4	Southeastern_Wisconsin_Till_Plains	8.38
3267	91_322_3	Southeastern_Wisconsin_Till_Plains	8.80
3268	91_322_2	Southeastern_Wisconsin_Till_Plains	7.88
3269	91_322_1	Southeastern_Wisconsin_Till_Plains	9.31
3270	92_001_5	Middle_Rockies	9.63
3271	92_001_4	Middle_Rockies	8.60
3272	92_001_3	Middle_Rockies	8.20
3273	92_001_2	Middle_Rockies	7.91
3274	92_001_1	Middle_Rockies	7.79
3275	92_002_5	Wyoming_Basin	8.02
3276	92_002_4	Wyoming_Basin	7.74
3277	92_002_3	Wyoming_Basin	7.91
3278	92_002_2	Wyoming_Basin	7.85
3279	92_002_1	Wyoming_Basin	8.15
3280	92_005_1	Northwestern_Great_Plains	8.56
3281	92_005_2	Northwestern_Great_Plains	8.65
3282	92_005_3	Northwestern_Great_Plains	8.29
3283	92_005_4	Northwestern_Great_Plains	8.02
3284	92_005_5	Northwestern_Great_Plains	8.29
3285	92_017_1	Wyoming_Basin	8.79
3286	92_017_2	Wyoming_Basin	8.07
3287	92_017_3	Wyoming_Basin	7.77
3288	92_017_4	Wyoming_Basin	8.00
3289	92_017_5	Wyoming_Basin	7.54
3290	92_019_5	Southern_Rockies	8.76
3291	92_019_4	Northwestern_Great_Plains	9.07
3292	92_019_3	Northwestern_Great_Plains	9.30
3293	92_019_2	Northwestern_Great_Plains	8.88
3294	92_019_1	Northwestern_Great_Plains	7.98
3295	92_030_1	Middle_Rockies	8.97
3296	92_030_2	Middle_Rockies	8.40
3297	92_030_3	Middle_Rockies	7.13
3298	92_030_4	Middle_Rockies	6.98
3299	92_030_5	Middle_Rockies	7.64
3300	92_053_1	Wyoming_Basin	7.97
3301	92_053_2	Middle_Rockies	7.84
3302	92_053_3	Middle_Rockies	6.79
3303	92_053_4	Middle_Rockies	7.86
3304	92_053_5	Middle_Rockies	7.58
3305	92_077_5	Middle_Rockies	8.51
3306	92_077_4	Middle_Rockies	8.59
3307	92_077_3	Middle_Rockies	8.98
3308	92_077_2	Middle_Rockies	8.42
3309	92_077_1	Middle_Rockies	7.80
3310	92_084_5	Wyoming_Basin	9.17
3311	92_084_4	Wyoming_Basin	9.13
3312	92_084_3	Wyoming_Basin	8.40
3313	92_084_2	Wyoming_Basin	7.89
3314	92_084_1	Wyoming_Basin	7.78
3315	92_090_5	High_Plains	9.58
3316	92_090_4	High_Plains	8.00
3317	92_090_3	High_Plains	7.07
3318	92_090_2	High_Plains	7.07
3319	92_090_1	High_Plains	7.07
3320	92_104_5	Wyoming_Basin	7.69
3321	92_104_4	Wyoming_Basin	7.96
3322	92_104_3	Southern_Rockies	8.41
3323	92_104_2	Wyoming_Basin	8.02
3324	92_104_1	Wyoming_Basin	8.53
3325	92_120_1	Northwestern_Great_Plains	8.50
3326	92_120_2	Northwestern_Great_Plains	8.41
3327	92_120_3	Northwestern_Great_Plains	7.97
3328	92_120_4	Northwestern_Great_Plains	8.63
3329	92_120_5	Northwestern_Great_Plains	9.29
